,brand t140p train,brand v177j train,brand T75q train,brand w32S train,brand G56h train,brand t140p actual,brand v177j actual,brand T75q actual,brand w32S actual,brand G56h actual
0,-0.006896317,-0.040066317,0.9719038,0.01124526,0.02104106,0.0,0.0,1.0,0.0,0.0
1,0.03188604,0.0084849745,0.0068850517,0.012485798,-0.0015872377,0.0,0.0,0.0,0.0,0.0
2,0.018249243,0.0019081384,0.10310033,-0.0058952477,0.000104502775,0.0,0.0,1.0,0.0,0.0
3,0.022173315,0.0048052967,0.06738669,0.00030213152,-0.0004879078,0.0,0.0,0.0,0.0,0.0
4,0.008568853,-0.0024051443,-0.009397656,0.0045628184,-0.003628315,0.0,0.0,0.0,0.0,0.0
5,-8.0898404e-05,0.17567345,-0.05403319,0.013077353,-0.0050993613,0.0,1.0,0.0,0.0,0.0
6,0.08001746,0.053291596,0.047409385,0.0074101402,-0.0012928345,0.0,0.0,0.0,0.0,0.0
7,0.22707628,0.054884255,0.04988441,0.0059979092,-0.0044207303,0.0,0.0,0.0,0.0,0.0
8,0.054341197,0.028114513,0.024974167,-0.010267427,-0.0069313184,0.0,0.0,0.0,0.0,0.0
9,-0.0016053617,0.006290019,0.031277716,-0.0071136877,-0.004113585,0.0,0.0,0.0,0.0,0.0
10,0.0027649999,0.0029906183,0.00504151,0.0018462574,-0.0039673755,0.0,0.0,0.0,0.0,0.0
11,-0.0032681823,0.028547406,-0.029750051,0.00537502,-0.0050327056,0.0,0.0,0.0,0.0,0.0
12,0.023192257,0.109270185,-0.02927691,0.011387652,-0.0033939038,0.0,0.0,0.0,0.0,0.0
13,0.03488058,0.045079075,-0.012461811,0.008626218,-0.003031318,0.0,0.0,0.0,0.0,0.0
14,0.057003587,0.026829436,0.019652992,-0.012631923,-0.0065936716,0.0,0.0,0.0,0.0,0.0
15,0.0071059316,-0.005019553,0.033753365,-0.010463296,-0.0058796215,0.0,0.0,0.0,0.0,0.0
16,-0.005997777,-0.013134465,0.018404424,-0.0026959495,-0.005413659,0.0,0.0,0.0,0.0,0.0
17,-0.008490667,0.026326552,-0.025932372,0.0028958928,-0.0060846778,0.0,0.0,0.0,0.0,0.0
18,0.019632742,0.09539767,-0.027169883,0.011216709,-0.0033888817,0.0,1.0,0.0,0.0,0.0
19,0.62688714,-0.011338063,0.061442792,-0.007437816,-0.009791372,0.0,0.0,0.0,0.0,0.0
20,0.9927178,-0.028866239,0.06983563,-0.015992824,-0.01139863,1.0,0.0,0.0,0.0,0.0
21,0.07247211,0.018506683,0.01213488,-0.020363731,-0.002604281,0.0,0.0,0.0,0.0,0.0
22,0.015952677,-0.025249504,0.021327972,-0.00948477,-0.005141799,0.0,-1.0,0.0,0.0,0.0
23,0.031405702,-0.02988422,0.002421707,0.00070621725,-0.0058790795,0.0,0.0,0.0,0.0,0.0
24,1.9642317,-0.036547437,0.049805135,-0.00609551,-0.020066151,2.0000000000000004,0.0,0.0,0.0,0.0
25,0.051161885,0.03812147,0.048436403,-0.0111820465,-0.004879944,0.0,0.0,0.0,0.0,0.0
26,0.022210568,0.028297767,0.011970907,0.0024445588,-0.0025673434,0.0,0.0,0.0,0.0,0.0
27,0.021829918,0.00974194,0.108101696,-0.00995942,0.0008941982,0.0,0.0,0.0,0.0,0.0
28,0.022424772,0.010337517,0.097085714,-0.0034944492,0.001446683,0.0,0.0,0.0,0.0,0.0
29,0.012267247,0.0062819053,0.026159525,0.0041094865,-0.0017174687,0.0,0.0,0.0,0.0,0.0
30,0.0041190684,0.026821896,-0.041762173,0.0077441875,-0.00415634,0.0,0.0,0.0,0.0,0.0
31,0.45496738,0.021804936,0.099817544,-0.000935439,-0.012254506,0.0,0.0,0.0,0.0,0.0
32,0.3790871,0.027956828,0.1013442,-0.005711984,0.0011441605,0.0,0.0,0.0,0.0,0.0
33,0.033203527,0.028891541,0.02273655,-0.0139179025,-0.0061326725,0.0,0.0,0.0,0.0,0.0
34,0.016295552,0.009547129,0.0063664317,-0.0004001637,-0.0035705902,0.0,0.0,0.0,0.0,0.0
35,0.005228162,0.008880414,0.0020219982,0.00040292158,-0.0033776318,0.0,0.0,0.0,0.0,0.0
36,0.004385054,0.009344123,-0.025856227,0.004885643,-0.0044155824,0.0,0.0,0.0,0.0,0.0
37,-0.00022372603,0.10623124,-0.034724712,0.010939129,-0.005765682,0.0,0.0,0.0,0.0,0.0
38,0.15182847,0.012500264,0.012871712,0.007427591,-0.0034983465,0.0,0.0,0.0,0.0,0.0
39,0.22155003,0.025178425,0.021508634,0.008607799,-0.003813562,0.0,0.0,0.0,0.0,0.0
40,0.07271828,0.024935834,0.033352613,-0.019652698,-0.008071233,0.0,0.0,0.0,0.0,0.0
41,0.036697626,0.012163669,0.030642478,-0.012453348,-0.00595127,0.0,0.0,0.0,0.0,0.0
42,-0.0026567131,-0.00083461404,0.013342977,-0.002216088,-0.0039303764,0.0,0.0,0.0,0.0,0.0
43,0.0043302923,0.0031314194,-0.021739602,0.0033782877,-0.0049086954,0.0,0.0,0.0,0.0,0.0
44,0.006806344,0.05858639,-0.030480834,0.005238808,-0.0074769747,0.0,0.0,0.0,0.0,0.0
45,0.42829996,-0.036666766,0.023269355,0.0018124271,-0.011654636,0.0,0.0,0.0,0.0,0.0
46,0.029338986,0.036492094,-0.01473552,0.008089853,-0.002847887,0.0,0.0,0.0,0.0,0.0
47,0.04494758,0.008550458,-0.009053856,0.0051570963,-0.0071756314,0.0,0.0,0.0,0.0,0.0
48,0.07617438,0.027391002,0.0051151514,-0.025607083,-0.004628477,0.0,0.0,0.0,0.0,0.0
49,-0.0031582862,0.0033254921,-0.0022692382,-0.005042687,-0.0046481844,0.0,0.0,0.0,0.0,0.0
50,0.0063473135,0.041233927,-0.024541944,0.0064880764,-0.0049051973,0.0,0.0,0.0,0.0,0.0
51,0.010097861,0.020368077,-0.030767055,-0.00042506494,-0.0071161254,0.0,0.0,0.0,0.0,0.0
52,0.030588225,0.012560174,0.009259939,0.007065515,-0.008047268,0.0,0.0,0.0,0.0,0.0
53,0.19358405,0.024558343,-0.0004822314,-0.0020973012,-0.0035291165,0.0,0.0,0.0,0.0,0.0
54,0.06378794,-0.017864168,-0.009333193,-0.0024512934,-0.007626874,0.0,0.0,0.0,0.0,0.0
55,0.013449505,-0.009734586,0.056907684,0.0006868527,-0.0016220037,0.0,0.0,0.0,0.0,0.0
56,0.052173153,-0.0050996244,0.040450156,-0.009978208,-0.0006133884,0.0,0.0,0.0,0.0,0.0
57,0.0025919974,-0.020024866,0.027308792,0.020515617,0.000625547,0.0,0.0,0.0,0.0,0.0
58,0.073440015,0.0071663787,0.15088972,0.0028875715,-0.00333608,0.0,0.0,0.0,0.0,0.0
59,0.02631323,0.014811024,0.04195845,0.012452278,-0.0047123577,0.0,0.0,0.0,0.0,0.0
60,-0.0026625246,0.06047286,-0.0044250786,0.030410536,-0.008170039,0.0,0.0,0.0,0.0,0.0
61,0.08973272,0.07899279,0.032558203,0.00043082633,-0.012056718,1.0,0.0,0.0,0.0,0.0
62,0.19141772,0.14414869,0.068802774,-0.002919276,-0.014402755,0.0,0.0,0.0,0.0,0.0
63,0.044284627,0.3883035,0.12910455,0.016985007,-0.003010869,0.0,0.0,0.0,0.0,0.0
64,0.019763127,-0.03802134,0.7932701,-0.00036350684,0.022269892,0.0,0.0,1.0,0.0,0.0
65,0.008255258,0.025094748,0.14802647,-0.0031476642,0.00024646567,0.0,0.0,0.0,0.0,0.0
66,0.02230385,0.013523817,-0.037487,0.009455987,-0.005554074,0.0,0.0,0.0,0.0,0.0
67,0.0019847006,0.0616291,0.362121,-0.0061241593,0.005259509,0.0,0.0,1.0,0.0,0.0
68,0.024913713,0.08201133,-0.014960617,0.0059819897,-0.005439197,0.0,0.0,0.0,0.0,0.0
69,0.034205556,0.06802424,-0.012607008,0.00879462,-0.007816272,0.0,0.0,0.0,0.0,0.0
70,0.6013519,0.023244992,0.05592239,-0.005272204,-0.032452002,1.0,0.0,0.0,0.0,0.0
