Date,Sales,Average Discount,Year,Month,Day,Week Day,Week End,Hijri Dates,eid ul fitr,eid ul Adha,Muharrum,Wheat Harvest,Cotton Harvest
12/04/2021,9383,20,2021,4,12,1,0,830,0,0,0,1,0
13/04/2021,9585,20,2021,4,13,1,0,91,0,0,0,1,0
14/04/2021,8163,21,2021,4,14,1,0,92,0,0,0,1,0
15/04/2021,13279,31,2021,4,15,1,0,93,0,0,0,1,0
16/04/2021,4053,20,2021,4,16,1,0,94,0,0,0,1,0
19/04/2021,7929,22,2021,4,19,1,0,97,0,0,0,1,0
20/04/2021,10255,30,2021,4,20,1,0,98,0,0,0,1,0
21/04/2021,3323,0,2021,4,21,1,0,99,0,0,0,1,0
22/04/2021,35208,23,2021,4,22,1,0,910,0,0,0,1,0
23/04/2021,4146,0,2021,4,23,1,0,911,0,0,0,1,0
26/04/2021,8599,20,2021,4,26,1,0,914,0,0,0,1,0
27/04/2021,24861,25,2021,4,27,1,0,915,0,0,0,1,0
28/04/2021,4289,22,2021,4,28,1,0,916,0,0,0,1,0
29/04/2021,20638,22,2021,4,29,1,0,917,0,0,0,1,0
30/04/2021,11448,30,2021,4,30,1,0,918,0,0,0,1,0
03/05/2021,37484,30,2021,5,3,1,0,921,1,0,0,1,0
04/05/2021,33122,26,2021,5,4,1,0,922,1,0,0,1,0
05/05/2021,11791,0,2021,5,5,1,0,923,1,0,0,1,0
06/05/2021,6110,0,2021,5,6,1,0,924,1,0,0,1,0
07/05/2021,42460,31,2021,5,7,1,0,925,1,0,0,1,0
17/05/2021,9436,50,2021,5,17,1,0,105,0,0,0,1,0
18/05/2021,4975,50,2021,5,18,1,0,106,0,0,0,1,0
19/05/2021,4512,20,2021,5,19,1,0,107,0,0,0,1,0
20/05/2021,10751,30,2021,5,20,1,0,108,0,0,0,1,0
21/05/2021,21895,21,2021,5,21,1,0,109,0,0,0,1,0
24/05/2021,11571,21,2021,5,24,1,0,1012,0,0,0,1,0
25/05/2021,11020,0,2021,5,25,1,0,1013,0,0,0,1,0
26/05/2021,18012,25,2021,5,26,1,0,1014,0,0,0,1,0
27/05/2021,8512,31,2021,5,27,1,0,1015,0,0,0,1,0
28/05/2021,11312,20,2021,5,28,1,0,1016,0,0,0,1,0
31/05/2021,43213,21,2021,5,31,1,0,1019,0,0,0,1,0
01/06/2021,16413,30,2021,6,1,1,0,1020,0,0,0,0,0
02/06/2021,17151,22,2021,6,2,1,0,1021,0,0,0,0,0
03/06/2021,11658,20,2021,6,3,1,0,1022,0,0,0,0,0
04/06/2021,16527,22,2021,6,4,1,0,1023,0,0,0,0,0
07/06/2021,14094,21,2021,6,7,1,0,1026,0,0,0,0,0
08/06/2021,28267,23,2021,6,8,1,0,1027,0,0,0,0,0
09/06/2021,13632,20,2021,6,9,1,0,1028,0,0,0,0,0
10/06/2021,11829,20,2021,6,10,1,0,1029,0,0,0,0,0
11/06/2021,8702,20,2021,6,11,1,0,111,0,0,0,0,0
14/06/2021,17492,20,2021,6,14,1,0,114,0,0,0,0,0
15/06/2021,20047,34,2021,6,15,1,0,115,0,0,0,0,0
16/06/2021,14711,20,2021,6,16,1,0,116,0,0,0,0,0
17/06/2021,19548,23,2021,6,17,1,0,117,0,0,0,0,0
18/06/2021,63345,23,2021,6,18,1,0,118,0,0,0,0,0
19/06/2021,30097,24,2021,6,19,0,1,119,0,0,0,0,0
21/06/2021,31950,30,2021,6,21,1,0,1111,0,0,0,0,0
22/06/2021,26360,20,2021,6,22,1,0,1112,0,0,0,0,0
23/06/2021,9262,23,2021,6,23,1,0,1113,0,0,0,0,0
24/06/2021,16394,20,2021,6,24,1,0,1114,0,0,0,0,0
25/06/2021,12788,21,2021,6,25,1,0,1115,0,0,0,0,0
26/06/2021,12725,50,2021,6,26,0,1,1116,0,0,0,0,0
28/06/2021,7088,20,2021,6,28,1,0,1118,0,0,0,0,0
29/06/2021,19735,22,2021,6,29,1,0,1119,0,0,0,0,0
30/06/2021,35870,21,2021,6,30,1,0,1120,0,0,0,0,0
01/07/2021,11135,50,2021,7,1,1,0,1121,0,0,0,0,0
02/07/2021,8256,20,2021,7,2,1,0,1122,0,0,0,0,0
03/07/2021,27816,20,2021,7,3,0,1,1123,0,0,0,0,0
05/07/2021,11072,20,2021,7,5,1,0,1125,0,0,0,0,0
06/07/2021,34737,29,2021,7,6,1,0,1126,0,0,0,0,0
07/07/2021,42895,22,2021,7,7,1,0,1127,0,0,0,0,0
08/07/2021,17136,20,2021,7,8,1,0,1128,0,0,0,0,0
09/07/2021,3420,0,2021,7,9,1,0,1129,0,0,0,0,0
10/07/2021,43192,20,2021,7,10,0,1,1130,0,0,0,0,0
12/07/2021,63314,21,2021,7,12,1,0,122,0,0,0,0,0
13/07/2021,33952,20,2021,7,13,1,0,123,0,1,0,0,0
14/07/2021,27785,20,2021,7,14,1,0,124,0,1,0,0,0
15/07/2021,25334,26,2021,7,15,1,0,125,0,1,0,0,0
16/07/2021,29437,20,2021,7,16,1,0,126,0,1,0,0,0
17/07/2021,29279,23,2021,7,17,0,1,127,0,1,0,0,0
19/07/2021,37935,20,2021,7,19,1,0,129,0,1,0,0,0
20/07/2021,53610,22,2021,7,20,1,0,1210,0,1,0,0,0
23/07/2021,9457,21,2021,7,23,1,0,1213,0,0,0,0,0
24/07/2021,8433,30,2021,7,24,0,1,1214,0,0,0,0,0
26/07/2021,5045,22,2021,7,26,1,0,1216,0,0,0,0,0
27/07/2021,18642,20,2021,7,27,1,0,1217,0,0,0,0,0
28/07/2021,17125,22,2021,7,28,1,0,1218,0,0,0,0,0
29/07/2021,14134,20,2021,7,29,1,0,1219,0,0,0,0,0
30/07/2021,20190,22,2021,7,30,1,0,1220,0,0,0,0,0
31/07/2021,25405,21,2021,7,31,0,1,1221,0,0,0,0,0
02/08/2021,4398,40,2021,8,2,1,0,1223,0,0,0,0,0
03/08/2021,9632,20,2021,8,3,1,0,1224,0,0,0,0,0
04/08/2021,12314,24,2021,8,4,1,0,1225,0,0,0,0,0
05/08/2021,23495,20,2021,8,5,1,0,1226,0,0,0,0,0
06/08/2021,28801,21,2021,8,6,1,0,1227,0,0,0,0,0
09/08/2021,15992,25,2021,8,9,1,0,11,0,0,0,0,0
10/08/2021,13235,0,2021,8,10,1,0,12,0,0,0,0,0
11/08/2021,27510,22,2021,8,11,1,0,13,0,0,0,0,0
12/08/2021,7024,20,2021,8,12,1,0,14,0,0,0,0,0
13/08/2021,9432,20,2021,8,13,1,0,15,0,0,0,0,0
16/08/2021,19336,20,2021,8,16,1,0,18,0,0,0,0,0
17/08/2021,10732,20,2021,8,17,1,0,19,0,0,0,0,0
20/08/2021,18745,22,2021,8,20,1,0,112,0,0,0,0,0
23/08/2021,3040,0,2021,8,23,1,0,115,0,0,0,0,0
24/08/2021,28541,21,2021,8,24,1,0,116,0,0,0,0,0
25/08/2021,9478,20,2021,8,25,1,0,117,0,0,0,0,0
26/08/2021,11651,21,2021,8,26,1,0,118,0,0,0,0,0
27/08/2021,7772,20,2021,8,27,1,0,119,0,0,0,0,0
30/08/2021,34528,20,2021,8,30,1,0,122,0,0,0,0,0
31/08/2021,12992,20,2021,8,31,1,0,123,0,0,0,0,0
01/09/2021,2790,0,2021,9,1,1,0,124,0,0,0,0,0
02/09/2021,24154,21,2021,9,2,1,0,125,0,0,0,0,0
03/09/2021,45052,21,2021,9,3,1,0,126,0,0,0,0,0
06/09/2021,18053,30,2021,9,6,1,0,129,0,0,0,0,0
07/09/2021,43515,20,2021,9,7,1,0,130,0,0,0,0,0
08/09/2021,43454,24,2021,9,8,1,0,21,0,0,0,0,0
09/09/2021,30452,20,2021,9,9,1,0,22,0,0,0,0,0
10/09/2021,36271,21,2021,9,10,1,0,23,0,0,0,0,0
13/09/2021,40210,22,2021,9,13,1,0,26,0,0,0,0,0
14/09/2021,46384,21,2021,9,14,1,0,27,0,0,0,0,0
15/09/2021,18882,20,2021,9,15,1,0,28,0,0,0,0,0
16/09/2021,13572,25,2021,9,16,1,0,29,0,0,0,0,0
17/09/2021,26208,20,2021,9,17,1,0,210,0,0,0,0,0
20/09/2021,10014,20,2021,9,20,1,0,213,0,0,0,0,0
21/09/2021,59231,22,2021,9,21,1,0,214,0,0,0,0,0
22/09/2021,14697,20,2021,9,22,1,0,215,0,0,0,0,0
23/09/2021,20204,20,2021,9,23,1,0,216,0,0,0,0,0
24/09/2021,9711,21,2021,9,24,1,0,217,0,0,0,0,0
25/09/2021,21371,20,2021,9,25,0,1,218,0,0,0,0,0
27/09/2021,15308,22,2021,9,27,1,0,220,0,0,0,0,0
28/09/2021,14762,20,2021,9,28,1,0,221,0,0,0,0,0
29/09/2021,21209,21,2021,9,29,1,0,222,0,0,0,0,0
30/09/2021,30911,20,2021,9,30,1,0,223,0,0,0,0,0
01/10/2021,28044,20,2021,10,1,1,0,224,0,0,0,0,1
02/10/2021,23520,20,2021,10,2,0,1,225,0,0,0,0,1
04/10/2021,10104,20,2021,10,4,1,0,227,0,0,0,0,1
05/10/2021,51049,20,2021,10,5,1,0,228,0,0,0,0,1
06/10/2021,12192,23,2021,10,6,1,0,229,0,0,0,0,1
07/10/2021,61072,20,2021,10,7,1,0,31,0,0,0,0,1
08/10/2021,3005,0,2021,10,8,1,0,32,0,0,0,0,1
09/10/2021,25118,23,2021,10,9,0,1,33,0,0,0,0,1
11/10/2021,24758,20,2021,10,11,1,0,35,0,0,0,0,1
12/10/2021,26896,24,2021,10,12,1,0,36,0,0,0,0,1
13/10/2021,47425,22,2021,10,13,1,0,37,0,0,0,0,1
14/10/2021,22986,20,2021,10,14,1,0,38,0,0,0,0,1
15/10/2021,8677,22,2021,10,15,1,0,39,0,0,0,0,1
16/10/2021,32656,20,2021,10,16,0,1,310,0,0,0,0,1
17/10/2021,4190,0,2021,10,17,0,1,311,0,0,0,0,1
18/10/2021,20087,23,2021,10,18,1,0,312,0,0,0,0,1
19/10/2021,3340,0,2021,10,19,1,0,313,0,0,0,0,1
20/10/2021,17505,20,2021,10,20,1,0,314,0,0,0,0,1
21/10/2021,21816,20,2021,10,21,1,0,315,0,0,0,0,1
22/10/2021,28750,22,2021,10,22,1,0,316,0,0,0,0,1
23/10/2021,27242,20,2021,10,23,0,1,317,0,0,0,0,1
24/10/2021,1245,50,2021,10,24,0,1,318,0,0,0,0,1
25/10/2021,14740,20,2021,10,25,1,0,319,0,0,0,0,1
26/10/2021,27542,20,2021,10,26,1,0,320,0,0,0,0,1
27/10/2021,32404,20,2021,10,27,1,0,321,0,0,0,0,1
28/10/2021,16924,20,2021,10,28,1,0,322,0,0,0,0,1
29/10/2021,5192,20,2021,10,29,1,0,323,0,0,0,0,1
30/10/2021,35698,20,2021,10,30,0,1,324,0,0,0,0,1
31/10/2021,21541,23,2021,10,31,0,1,325,0,0,0,0,1
01/11/2021,58450,20,2021,11,1,1,0,326,0,0,0,0,1
02/11/2021,11368,20,2021,11,2,1,0,327,0,0,0,0,1
03/11/2021,2192,20,2021,11,3,1,0,328,0,0,0,0,1
04/11/2021,16136,20,2021,11,4,1,0,329,0,0,0,0,1
05/11/2021,3707,20,2021,11,5,1,0,330,0,0,0,0,1
06/11/2021,34407,20,2021,11,6,0,1,41,0,0,0,0,1
07/11/2021,21934,20,2021,11,7,0,1,42,0,0,0,0,1
08/11/2021,6890,0,2021,11,8,1,0,43,0,0,0,0,1
09/11/2021,21172,25,2021,11,9,1,0,44,0,0,0,0,1
10/11/2021,10817,20,2021,11,10,1,0,45,0,0,0,0,1
11/11/2021,11692,21,2021,11,11,1,0,46,0,0,0,0,1
12/11/2021,9352,20,2021,11,12,1,0,47,0,0,0,0,1
13/11/2021,38518,20,2021,11,13,0,1,48,0,0,0,0,1
14/11/2021,21367,24,2021,11,14,0,1,49,0,0,0,0,1
15/11/2021,9185,0,2021,11,15,1,0,410,0,0,0,0,1
16/11/2021,35431,20,2021,11,16,1,0,411,0,0,0,0,1
17/11/2021,29173,20,2021,11,17,1,0,412,0,0,0,0,1
18/11/2021,23820,20,2021,11,18,1,0,413,0,0,0,0,1
19/11/2021,15440,31,2021,11,19,1,0,414,0,0,0,0,1
20/11/2021,7385,28,2021,11,20,0,1,415,0,0,0,0,1
21/11/2021,35019,31,2021,11,21,0,1,416,0,0,0,0,1
22/11/2021,23910,50,2021,11,22,1,0,417,0,0,0,0,1
23/11/2021,18462,31,2021,11,23,1,0,418,0,0,0,0,1
24/11/2021,12402,24,2021,11,24,1,0,419,0,0,0,0,1
25/11/2021,23054,26,2021,11,25,1,0,420,0,0,0,0,1
26/11/2021,18166,23,2021,11,26,1,0,421,0,0,0,0,1
27/11/2021,23733,27,2021,11,27,0,1,422,0,0,0,0,1
28/11/2021,7995,50,2021,11,28,0,1,423,0,0,0,0,1
29/11/2021,14282,28,2021,11,29,1,0,424,0,0,0,0,1
30/11/2021,10928,41,2021,11,30,1,0,425,0,0,0,0,1
01/12/2021,8909,30,2021,12,1,1,0,426,0,0,0,0,0
