,Unnamed: 0,Unnamed: 0.1,Date,brand r18p,brand v177j,brand I232M,brand V209V,brand P144q,brand j12s,brand Y213j,brand D203E,brand N239O,brand N97e,brand B197q,brand e250p,brand R124D,brand x20y,brand H165f,brand T75q
297,297,297,19/10/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,298,298,29/10/2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,299,299,29/10/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
300,300,300,29/10/2020,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
301,301,301,29/10/2020,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
302,302,302,29/10/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,303,303,29/10/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
304,304,304,29/10/2020,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
305,305,305,29/10/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,306,29/10/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,307,29/10/2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,308,308,29/10/2020,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
309,309,309,29/10/2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
310,310,310,29/10/2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,311,29/10/2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,312,29/10/2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,313,313,08/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,314,314,11/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,315,315,13/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,316,316,26/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,317,317,26/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,318,318,27/11/2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
319,319,319,05/12/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,320,320,05/12/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,321,321,09/12/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,322,322,14/12/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,323,30/12/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,324,324,31/12/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,325,325,03/01/2021,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
326,326,326,03/01/2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
327,327,327,03/01/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,328,328,03/01/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
329,329,329,03/01/2021,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
330,330,330,03/01/2021,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
331,331,331,03/01/2021,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
332,332,332,03/01/2021,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
333,333,333,03/01/2021,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
334,334,334,03/01/2021,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
335,335,335,03/01/2021,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0
336,336,336,03/01/2021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
337,337,337,03/01/2021,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
338,338,338,03/01/2021,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
339,339,339,03/01/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,340,340,03/01/2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,341,03/01/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,342,03/01/2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343,343,08/01/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,344,344,09/01/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,345,345,23/01/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,346,346,30/01/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,347,13/02/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
348,348,348,13/02/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,349,13/02/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,350,350,19/02/2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,351,351,28/02/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,352,352,28/02/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353,353,353,04/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,354,354,08/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,355,355,12/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,356,356,17/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,357,357,22/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,358,358,26/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,359,359,29/03/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,360,360,06/04/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,361,361,08/04/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,362,362,09/04/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,363,363,21/04/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,364,364,17/06/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,365,365,19/06/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,366,366,21/06/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,367,367,06/07/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,368,368,07/07/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,369,369,12/07/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,370,370,16/07/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,371,371,26/07/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,372,05/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,373,373,06/08/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,374,374,06/08/2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,375,375,09/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,376,376,10/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,377,377,12/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,378,378,16/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,379,379,16/08/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,380,380,02/09/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,381,381,08/09/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,382,382,09/09/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,383,383,14/09/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,384,384,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
385,385,385,30/09/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,386,386,02/10/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,387,387,04/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
388,388,388,04/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,389,389,07/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,390,390,14/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,391,391,15/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
392,392,392,19/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,393,393,20/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,394,394,20/10/2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
395,395,395,20/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,396,396,28/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,397,397,28/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,398,398,15/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,399,399,16/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,400,400,17/11/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,401,401,19/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,402,402,22/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,403,403,29/11/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
