,Date,NON BR,VERSACE,NILAY,PIERE CARDIN,PIER CARDIN,NURTEKS,NON B,NONB,BONDY,JEREMI,NURTEEKS,AYDOGAN,IMAJ,ANIL
365,21/01/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,21/01/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,24/01/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
368,24/01/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,25/01/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370,26/01/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
371,02/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,04/02/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
373,05/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,06/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
375,07/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,07/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,09/02/2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,10/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,10/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,11/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,16/02/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,16/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,20/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
384,26/02/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
385,28/02/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,01/03/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
387,06/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,07/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,09/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,11/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,12/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
392,13/03/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393,13/03/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,01/04/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,09/04/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,09/04/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,22/04/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,22/04/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,22/04/2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,22/04/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,03/05/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,01/06/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,18/06/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,21/06/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,21/06/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,30/06/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,07/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,07/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
409,10/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,12/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,14/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,15/07/2021,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
413,16/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,16/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,20/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,23/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,24/07/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,31/07/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
419,05/08/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,11/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,11/08/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,24/08/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,03/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
424,03/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425,03/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,03/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,08/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
428,08/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
429,13/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,14/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,21/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
432,21/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433,22/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,25/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,07/10/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,07/10/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437,07/10/2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,11/10/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,12/10/2021,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
440,12/10/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
441,13/10/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,22/10/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,27/10/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,06/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,06/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,09/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447,10/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,16/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,25/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,27/11/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0
