,Unnamed: 0,Unnamed: 0.1,Date,brand m179b,brand Y206o,brand r18p,brand e250p,brand T75q,brand V209V,brand Y213j,brand t96K,brand P144q,brand j12s,brand v177j,brand B222m,brand N239O,brand R124D,brand J246F,brand w32S,brand e26Z,brand i211A,brand k154H
260,260,260,29/12/2017,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,261,29/12/2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,262,29/12/2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,263,30/12/2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,264,30/12/2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,265,01/01/2018,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
266,266,266,03/01/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,267,03/01/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,268,04/01/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,269,06/01/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270,270,270,06/01/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,271,12/01/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,272,272,13/01/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,273,16/01/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,274,274,16/01/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,275,275,17/01/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,276,20/01/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,277,277,22/01/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,278,278,24/01/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,279,26/01/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,280,27/01/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,281,02/02/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,282,282,02/02/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,283,03/02/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284,284,284,03/02/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,285,04/02/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,286,286,04/02/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,287,287,05/02/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,288,08/02/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,289,08/02/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,290,290,15/02/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,291,15/02/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,292,16/02/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,293,17/02/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,294,294,18/02/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,295,295,20/02/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,296,296,23/02/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
297,297,297,25/02/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,298,28/02/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,299,01/03/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,300,01/03/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,301,301,01/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,302,302,01/03/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,303,303,02/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,304,03/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,305,03/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,306,05/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,307,07/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,308,308,10/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,309,309,10/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,310,10/03/2018,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,311,311,14/03/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,312,15/03/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,313,313,15/03/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,314,314,16/03/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,315,315,16/03/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,316,316,18/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,317,19/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,318,318,19/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,319,319,20/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,320,24/03/2018,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
321,321,321,29/03/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,322,30/03/2018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,323,30/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,324,324,30/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,325,325,30/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,326,326,30/03/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,327,30/03/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,328,328,30/03/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,329,02/04/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,330,330,03/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,331,331,04/04/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,332,06/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,333,333,07/04/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,334,334,09/04/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,335,335,09/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,336,336,09/04/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,337,12/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,338,338,14/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,339,15/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,340,15/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,341,341,19/04/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,342,30/04/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343,343,01/05/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344,344,05/05/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,345,345,05/05/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,346,346,05/05/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,347,347,05/05/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
348,348,348,05/05/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,349,349,06/05/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350,350,350,06/05/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,351,351,06/05/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,352,352,14/05/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,353,353,14/05/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,354,354,14/05/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,355,355,20/05/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356,356,20/05/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,357,28/05/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,358,28/05/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,359,359,01/06/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,360,360,04/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,361,361,04/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,362,06/06/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,363,363,06/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,364,364,07/06/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,365,365,08/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,366,366,12/06/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
367,367,367,12/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,368,368,12/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,369,12/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,370,12/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,371,371,12/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,372,12/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,373,373,13/06/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,374,374,14/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,375,375,15/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,376,376,15/06/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,377,377,15/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,378,18/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,379,379,19/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,380,20/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,381,20/06/2018,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,382,382,20/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,383,383,21/06/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,384,384,21/06/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385,385,385,21/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,386,386,21/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,387,21/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,388,22/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,389,23/06/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,390,390,23/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,391,24/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,392,392,24/06/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,393,393,24/06/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,394,24/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,395,395,24/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,396,24/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397,397,30/06/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,398,30/06/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,399,399,01/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400,400,01/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,401,401,04/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,402,402,04/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,403,403,04/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,404,404,06/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,405,405,06/07/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,406,406,07/07/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,407,09/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,408,09/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,409,11/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,410,410,12/07/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,411,411,15/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,412,412,15/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,413,413,16/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,414,414,17/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,415,415,17/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,416,416,17/07/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,417,417,18/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,418,18/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,419,419,18/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,420,420,18/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,421,421,18/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,422,422,20/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,423,423,20/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,424,20/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,425,425,21/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,426,21/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,427,23/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,428,23/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,429,24/07/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,430,430,28/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,431,28/07/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,432,432,28/07/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,433,31/07/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,434,434,31/07/2018,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
435,435,435,01/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,436,01/08/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,437,437,01/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,438,01/08/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,439,02/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,440,02/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,441,02/08/2018,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,442,02/08/2018,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,443,03/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,444,03/08/2018,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,445,445,05/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,446,446,05/08/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,447,447,07/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,448,448,08/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,449,08/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,450,450,08/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,451,451,08/08/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,452,452,09/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,453,09/08/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,454,11/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,455,455,12/08/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,456,456,13/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,457,457,13/08/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,458,458,15/08/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459,459,459,15/08/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,460,460,16/08/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,461,461,17/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,462,17/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,463,17/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,464,18/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,465,19/08/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,466,20/08/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467,467,467,20/08/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,468,468,28/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,469,469,29/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,470,470,29/08/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,471,471,30/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,472,472,30/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,473,473,31/08/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,474,474,01/09/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
475,475,475,03/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,476,476,04/09/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,477,477,04/09/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
478,478,478,04/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,479,04/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,480,480,04/09/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
481,481,481,05/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,482,05/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,483,483,05/09/2018,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,484,05/09/2018,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,485,05/09/2018,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
486,486,486,05/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,487,05/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,488,488,05/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,489,489,07/09/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,490,490,07/09/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,491,491,07/09/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,492,492,07/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,493,493,07/09/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,494,494,07/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,495,495,08/09/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,496,496,11/09/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,497,497,11/09/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,498,498,11/09/2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,499,14/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,500,500,15/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,501,501,15/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,502,502,15/09/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,503,503,17/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,504,504,17/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,505,505,17/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,506,506,17/09/2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507,507,507,17/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,508,508,22/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,509,509,22/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
510,510,510,22/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,511,22/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,512,512,22/09/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,513,513,22/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
514,514,514,25/09/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,515,515,27/09/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
516,516,516,27/09/2018,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
517,517,517,29/09/2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
518,518,518,30/09/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,519,519,30/09/2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
520,520,520,30/09/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,521,521,03/10/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,522,522,06/10/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,523,523,06/10/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,524,524,06/10/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,525,525,06/10/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,526,526,11/10/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,527,527,11/10/2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,528,528,11/10/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,529,529,11/10/2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,530,530,12/10/2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
