,Unnamed: 0,Unnamed: 0.1,Date,brand i125I,brand N197j,brand h180N,brand R33P,brand j19c,brand N59L,brand E98a,brand Z83w,brand S245l,brand V182u,brand T227H
0,0,0,01/04/2017,0,0,1,0,0,0,0,0,0,0,0
1,1,1,01/04/2017,0,0,0,0,1,0,0,0,0,0,0
2,2,2,01/04/2017,0,0,1,0,0,0,0,0,0,0,0
3,3,3,01/04/2017,0,0,0,0,0,1,0,0,0,0,0
4,4,4,02/04/2017,0,0,0,0,0,1,0,0,0,0,0
5,5,5,02/04/2017,0,0,0,0,1,0,0,0,0,0,0
6,6,6,02/04/2017,0,0,0,0,1,0,0,0,0,0,0
7,7,7,02/04/2017,0,0,0,0,1,0,0,0,0,0,0
8,8,8,02/04/2017,0,0,0,0,1,0,0,0,0,0,0
9,9,9,02/04/2017,0,0,0,0,1,0,0,0,0,0,0
10,10,10,03/04/2017,0,0,0,0,1,0,0,0,0,0,0
11,11,11,03/04/2017,0,0,0,0,1,0,0,0,0,0,0
12,12,12,06/04/2017,0,0,1,0,0,0,0,0,0,0,0
13,13,13,06/04/2017,0,0,0,0,1,0,0,0,0,0,0
14,14,14,06/04/2017,0,0,1,0,0,0,0,0,0,0,0
15,15,15,06/04/2017,0,0,0,0,1,0,0,0,0,0,0
16,16,16,06/04/2017,0,0,0,0,1,0,0,0,0,0,0
17,17,17,06/04/2017,0,0,1,0,0,0,0,0,0,0,0
18,18,18,07/04/2017,0,0,1,0,0,0,0,0,0,0,0
19,19,19,07/04/2017,0,0,1,0,0,0,0,0,0,0,0
20,20,20,07/04/2017,0,0,1,0,0,0,0,0,0,0,0
21,21,21,07/04/2017,0,0,1,0,0,0,0,0,0,0,0
22,22,22,08/04/2017,0,0,0,0,1,0,0,0,0,0,0
23,23,23,08/04/2017,0,0,0,0,1,0,0,0,0,0,0
24,24,24,09/04/2017,0,0,0,0,0,1,0,0,0,0,0
25,25,25,09/04/2017,0,0,0,1,0,0,0,0,0,0,0
26,26,26,09/04/2017,0,0,0,0,0,1,0,0,0,0,0
27,27,27,09/04/2017,0,0,0,0,0,1,0,0,0,0,0
28,28,28,09/04/2017,0,0,1,0,0,0,0,0,0,0,0
29,29,29,10/04/2017,0,0,0,0,1,0,0,0,0,0,0
30,30,30,11/04/2017,0,0,0,0,0,1,0,0,0,0,0
31,31,31,11/04/2017,0,0,0,0,0,-1,0,0,0,0,0
32,32,32,11/04/2017,0,0,1,0,0,0,0,0,0,0,0
33,33,33,12/04/2017,0,0,0,0,1,0,0,0,0,0,0
34,34,34,12/04/2017,0,0,0,0,1,0,0,0,0,0,0
35,35,35,13/04/2017,0,0,0,0,1,0,0,0,0,0,0
36,36,36,14/04/2017,0,0,0,0,1,0,0,0,0,0,0
37,37,37,16/04/2017,0,0,0,0,1,0,0,0,0,0,0
38,38,38,16/04/2017,0,0,0,0,1,0,0,0,0,0,0
39,39,39,16/04/2017,0,0,0,0,1,0,0,0,0,0,0
40,40,40,16/04/2017,0,0,0,0,1,0,0,0,0,0,0
41,41,41,17/04/2017,0,0,0,0,0,1,0,0,0,0,0
42,42,42,18/04/2017,0,0,0,1,0,0,0,0,0,0,0
43,43,43,18/04/2017,0,0,1,0,0,0,0,0,0,0,0
44,44,44,18/04/2017,0,0,0,1,0,0,0,0,0,0,0
45,45,45,18/04/2017,0,0,1,0,0,0,0,0,0,0,0
46,46,46,21/04/2017,0,0,2,0,0,0,0,0,0,0,0
47,47,47,23/04/2017,0,0,0,0,1,0,0,0,0,0,0
48,48,48,23/04/2017,0,0,0,0,1,0,0,0,0,0,0
49,49,49,23/04/2017,0,0,1,0,0,0,0,0,0,0,0
50,50,50,24/04/2017,0,0,1,0,0,0,0,0,0,0,0
51,51,51,24/04/2017,0,0,1,0,0,0,0,0,0,0,0
52,52,52,24/04/2017,0,0,0,0,1,0,0,0,0,0,0
53,53,53,24/04/2017,0,0,0,0,1,0,0,0,0,0,0
54,54,54,26/04/2017,0,0,1,0,0,0,0,0,0,0,0
55,55,55,26/04/2017,0,0,0,0,1,0,0,0,0,0,0
56,56,56,27/04/2017,0,0,0,0,1,0,0,0,0,0,0
57,57,57,28/04/2017,0,0,0,0,1,0,0,0,0,0,0
58,58,58,29/04/2017,0,0,0,0,1,0,0,0,0,0,0
59,59,59,29/04/2017,0,0,1,0,0,0,0,0,0,0,0
60,60,60,30/04/2017,0,0,1,0,0,0,0,0,0,0,0
61,61,61,30/04/2017,0,0,1,0,0,0,0,0,0,0,0
62,62,62,01/05/2017,0,0,0,0,1,0,0,0,0,0,0
63,63,63,01/05/2017,0,0,0,0,1,0,0,0,0,0,0
64,64,64,01/05/2017,0,0,1,0,0,0,0,0,0,0,0
65,65,65,03/05/2017,0,0,1,0,0,0,0,0,0,0,0
66,66,66,03/05/2017,0,0,0,0,1,0,0,0,0,0,0
67,67,67,04/05/2017,0,0,0,0,1,0,0,0,0,0,0
68,68,68,05/05/2017,0,0,0,0,0,1,0,0,0,0,0
69,69,69,05/05/2017,0,0,0,0,1,0,0,0,0,0,0
70,70,70,06/05/2017,0,0,0,0,1,0,0,0,0,0,0
71,71,71,06/05/2017,0,0,1,0,0,0,0,0,0,0,0
72,72,72,06/05/2017,0,0,0,1,0,0,0,0,0,0,0
73,73,73,06/05/2017,0,0,0,0,1,0,0,0,0,0,0
74,74,74,06/05/2017,0,0,0,0,1,0,0,0,0,0,0
75,75,75,07/05/2017,0,0,1,0,0,0,0,0,0,0,0
76,76,76,08/05/2017,0,0,0,0,0,1,0,0,0,0,0
77,77,77,08/05/2017,0,0,0,0,0,1,0,0,0,0,0
78,78,78,09/05/2017,0,0,1,0,0,0,0,0,0,0,0
79,79,79,10/05/2017,0,0,1,0,0,0,0,0,0,0,0
80,80,80,11/05/2017,0,0,0,1,0,0,0,0,0,0,0
81,81,81,11/05/2017,0,0,1,0,0,0,0,0,0,0,0
82,82,82,12/05/2017,0,0,0,0,1,0,0,0,0,0,0
83,83,83,12/05/2017,0,0,1,0,0,0,0,0,0,0,0
84,84,84,12/05/2017,0,0,0,0,1,0,0,0,0,0,0
85,85,85,12/05/2017,0,0,1,0,0,0,0,0,0,0,0
86,86,86,13/05/2017,0,0,0,0,0,1,0,0,0,0,0
87,87,87,13/05/2017,0,0,0,0,0,1,0,0,0,0,0
88,88,88,13/05/2017,0,0,1,0,0,0,0,0,0,0,0
89,89,89,13/05/2017,0,0,0,0,1,0,0,0,0,0,0
90,90,90,13/05/2017,0,0,0,0,1,0,0,0,0,0,0
91,91,91,13/05/2017,0,0,0,0,1,0,0,0,0,0,0
92,92,92,13/05/2017,0,0,0,1,0,0,0,0,0,0,0
93,93,93,13/05/2017,0,0,0,0,0,1,0,0,0,0,0
94,94,94,14/05/2017,0,0,0,0,1,0,0,0,0,0,0
95,95,95,14/05/2017,0,0,1,0,0,0,0,0,0,0,0
96,96,96,14/05/2017,0,0,0,0,1,0,0,0,0,0,0
97,97,97,15/05/2017,0,0,0,0,0,1,0,0,0,0,0
98,98,98,16/05/2017,0,0,0,0,0,1,0,0,0,0,0
99,99,99,18/05/2017,0,0,1,0,0,0,0,0,0,0,0
100,100,100,18/05/2017,0,0,1,0,0,0,0,0,0,0,0
101,101,101,19/05/2017,0,0,0,0,1,0,0,0,0,0,0
102,102,102,20/05/2017,0,0,0,0,1,0,0,0,0,0,0
103,103,103,20/05/2017,0,0,0,0,1,0,0,0,0,0,0
104,104,104,20/05/2017,0,0,0,0,1,0,0,0,0,0,0
105,105,105,21/05/2017,0,0,1,0,0,0,0,0,0,0,0
106,106,106,21/05/2017,0,0,0,0,1,0,0,0,0,0,0
107,107,107,21/05/2017,0,0,0,0,0,1,0,0,0,0,0
108,108,108,21/05/2017,0,0,1,0,0,0,0,0,0,0,0
109,109,109,22/05/2017,0,0,0,0,1,0,0,0,0,0,0
110,110,110,23/05/2017,0,0,0,0,1,0,0,0,0,0,0
111,111,111,23/05/2017,0,0,1,0,0,0,0,0,0,0,0
112,112,112,23/05/2017,0,0,0,0,0,1,0,0,0,0,0
113,113,113,24/05/2017,0,0,0,0,0,1,0,0,0,0,0
114,114,114,24/05/2017,0,0,1,0,0,0,0,0,0,0,0
115,115,115,25/05/2017,0,0,0,0,0,1,0,0,0,0,0
116,116,116,25/05/2017,0,0,1,0,0,0,0,0,0,0,0
117,117,117,25/05/2017,0,0,1,0,0,0,0,0,0,0,0
118,118,118,26/05/2017,0,0,0,0,1,0,0,0,0,0,0
119,119,119,26/05/2017,0,0,0,0,1,0,0,0,0,0,0
120,120,120,26/05/2017,0,0,1,0,0,0,0,0,0,0,0
121,121,121,04/06/2017,0,0,1,0,0,0,0,0,0,0,0
122,122,122,06/06/2017,0,0,0,0,1,0,0,0,0,0,0
123,123,123,09/06/2017,0,0,0,0,1,0,0,0,0,0,0
124,124,124,09/06/2017,0,0,0,0,-1,0,0,0,0,0,0
125,125,125,19/07/2017,0,0,1,0,0,0,0,0,0,0,0
126,126,126,21/07/2017,0,0,1,0,0,0,0,0,0,0,0
127,127,127,17/08/2017,0,0,1,0,0,0,0,0,0,0,0
128,128,128,23/08/2017,0,3,0,0,0,0,0,0,0,0,0
129,129,129,23/08/2017,1,0,0,0,0,0,0,0,0,0,0
130,130,130,23/08/2017,0,0,0,2,0,0,0,0,0,0,0
131,131,131,23/08/2017,0,0,0,2,0,0,0,0,0,0,0
132,132,132,28/08/2017,0,0,0,0,0,1,0,0,0,0,0
133,133,133,30/08/2017,0,0,0,0,0,1,0,0,0,0,0
134,134,134,11/09/2017,0,0,0,0,1,0,0,0,0,0,0
135,135,135,11/09/2017,0,0,1,0,0,0,0,0,0,0,0
136,136,136,24/09/2017,0,0,0,0,1,0,0,0,0,0,0
137,137,137,13/10/2017,0,0,0,0,0,1,0,0,0,0,0
138,138,138,04/11/2017,0,0,0,0,1,0,0,0,0,0,0
139,139,139,07/11/2017,0,0,0,0,0,0,1,0,0,0,0
140,140,140,07/11/2017,0,0,0,0,0,0,1,0,0,0,0
141,141,141,10/11/2017,0,0,0,0,0,0,1,0,0,0,0
142,142,142,11/11/2017,0,0,0,0,0,0,1,0,0,0,0
143,143,143,12/11/2017,0,0,0,0,0,0,1,0,0,0,0
144,144,144,12/11/2017,0,0,0,0,0,0,1,0,0,0,0
145,145,145,14/11/2017,0,0,0,0,0,0,1,0,0,0,0
146,146,146,15/11/2017,0,0,1,0,0,0,0,0,0,0,0
147,147,147,15/11/2017,0,0,1,0,0,0,0,0,0,0,0
148,148,148,16/11/2017,0,0,0,0,0,0,1,0,0,0,0
149,149,149,17/11/2017,0,0,0,0,0,0,1,0,0,0,0
150,150,150,19/11/2017,0,0,0,0,0,0,1,0,0,0,0
151,151,151,19/11/2017,0,0,0,0,0,0,1,0,0,0,0
152,152,152,21/11/2017,0,0,1,0,0,0,0,0,0,0,0
153,153,153,22/11/2017,0,0,1,0,0,0,0,0,0,0,0
154,154,154,23/11/2017,1,0,0,0,0,0,0,0,0,0,0
155,155,155,23/11/2017,0,0,1,0,0,0,0,0,0,0,0
156,156,156,27/11/2017,0,0,1,0,0,0,0,0,0,0,0
157,157,157,29/11/2017,1,0,0,0,0,0,0,0,0,0,0
158,158,158,04/12/2017,0,0,2,0,0,0,0,0,0,0,0
159,159,159,04/12/2017,0,0,1,0,0,0,0,0,0,0,0
160,160,160,06/12/2017,0,0,0,0,0,0,0,1,0,0,0
161,161,161,06/12/2017,0,0,0,0,0,0,1,0,0,0,0
162,162,162,06/12/2017,0,0,0,0,0,0,-1,0,0,0,0
163,163,163,08/12/2017,0,0,0,0,0,0,1,0,0,0,0
164,164,164,09/12/2017,0,0,0,0,0,0,1,0,0,0,0
165,165,165,09/12/2017,0,0,0,0,0,0,1,0,0,0,0
166,166,166,12/12/2017,0,0,1,0,0,0,0,0,0,0,0
167,167,167,14/12/2017,0,0,0,0,0,0,1,0,0,0,0
168,168,168,14/12/2017,0,0,0,0,0,0,1,0,0,0,0
169,169,169,15/12/2017,0,0,0,0,0,0,1,0,0,0,0
170,170,170,16/12/2017,0,0,1,0,0,0,0,0,0,0,0
171,171,171,16/12/2017,0,0,0,0,0,0,1,0,0,0,0
172,172,172,17/12/2017,0,0,3,0,0,0,0,0,0,0,0
173,173,173,17/12/2017,0,0,0,0,0,0,2,0,0,0,0
174,174,174,19/12/2017,0,0,0,1,0,0,0,0,0,0,0
175,175,175,19/12/2017,0,0,0,0,0,0,1,0,0,0,0
176,176,176,19/12/2017,0,0,0,0,0,0,1,0,0,0,0
177,177,177,20/12/2017,0,0,0,0,0,0,1,0,0,0,0
178,178,178,23/12/2017,0,0,0,0,0,0,1,0,0,0,0
179,179,179,23/12/2017,0,0,0,0,0,0,1,0,0,0,0
180,180,180,24/12/2017,0,0,0,0,0,0,1,0,0,0,0
181,181,181,27/12/2017,0,0,0,0,0,0,1,0,0,0,0
182,182,182,29/12/2017,0,0,0,0,0,0,1,0,0,0,0
183,183,183,30/12/2017,0,0,0,0,0,0,1,0,0,0,0
184,184,184,30/12/2017,0,0,0,0,0,0,1,0,0,0,0
185,185,185,03/01/2018,0,0,0,1,0,0,0,0,0,0,0
186,186,186,03/01/2018,0,0,0,0,0,0,1,0,0,0,0
187,187,187,03/01/2018,0,0,0,1,0,0,0,0,0,0,0
188,188,188,20/01/2018,0,0,0,1,0,0,0,0,0,0,0
189,189,189,25/01/2018,0,0,0,1,0,0,0,0,0,0,0
190,190,190,25/01/2018,0,0,0,0,0,0,1,0,0,0,0
191,191,191,25/01/2018,0,0,1,0,0,0,0,0,0,0,0
192,192,192,01/02/2018,0,0,1,0,0,0,0,0,0,0,0
193,193,193,02/02/2018,0,0,0,0,0,0,1,0,0,0,0
194,194,194,03/02/2018,0,0,0,0,0,0,1,0,0,0,0
195,195,195,03/02/2018,0,0,0,0,0,0,1,0,0,0,0
196,196,196,04/02/2018,0,0,0,0,0,0,1,0,0,0,0
197,197,197,04/02/2018,0,0,0,0,0,0,1,0,0,0,0
198,198,198,05/02/2018,0,0,0,0,0,0,1,0,0,0,0
199,199,199,06/02/2018,0,0,0,0,0,0,1,0,0,0,0
200,200,200,06/02/2018,0,0,1,0,0,0,0,0,0,0,0
201,201,201,07/02/2018,0,0,1,0,0,0,0,0,0,0,0
202,202,202,09/02/2018,0,0,0,0,0,0,1,0,0,0,0
203,203,203,09/02/2018,0,0,0,1,0,0,0,0,0,0,0
204,204,204,10/02/2018,0,0,1,0,0,0,0,0,0,0,0
205,205,205,11/02/2018,0,0,0,0,0,0,1,0,0,0,0
206,206,206,11/02/2018,0,0,0,0,0,0,1,0,0,0,0
207,207,207,11/02/2018,0,0,0,0,0,0,1,0,0,0,0
208,208,208,11/02/2018,0,0,0,0,0,0,1,0,0,0,0
209,209,209,12/02/2018,0,0,0,0,0,0,1,0,0,0,0
210,210,210,15/02/2018,0,0,1,0,0,0,0,0,0,0,0
211,211,211,15/02/2018,0,0,0,0,0,0,1,0,0,0,0
212,212,212,16/02/2018,0,0,0,0,0,0,1,0,0,0,0
213,213,213,17/02/2018,0,0,0,0,0,0,1,0,0,0,0
214,214,214,18/02/2018,0,0,0,0,0,0,1,0,0,0,0
215,215,215,18/02/2018,0,0,0,0,0,0,1,0,0,0,0
216,216,216,20/02/2018,0,0,0,0,0,0,1,0,0,0,0
217,217,217,23/02/2018,0,0,1,0,0,0,0,0,0,0,0
218,218,218,24/02/2018,0,0,0,0,0,0,1,0,0,0,0
219,219,219,24/02/2018,0,0,0,0,0,0,1,0,0,0,0
220,220,220,25/02/2018,0,0,0,0,0,0,1,0,0,0,0
221,221,221,25/02/2018,0,0,0,0,0,0,1,0,0,0,0
222,222,222,25/02/2018,0,0,1,0,0,0,0,0,0,0,0
223,223,223,25/02/2018,0,0,0,0,0,0,1,0,0,0,0
224,224,224,25/02/2018,0,0,0,0,0,0,1,0,0,0,0
225,225,225,26/02/2018,0,0,0,0,0,0,1,0,0,0,0
226,226,226,27/02/2018,0,0,0,0,0,0,1,0,0,0,0
227,227,227,01/03/2018,0,0,0,0,0,0,1,0,0,0,0
228,228,228,01/03/2018,0,0,0,0,0,0,1,0,0,0,0
229,229,229,02/03/2018,0,0,0,0,0,0,1,0,0,0,0
230,230,230,02/03/2018,0,0,0,0,0,0,1,0,0,0,0
231,231,231,03/03/2018,0,0,0,0,0,0,1,0,0,0,0
232,232,232,03/03/2018,0,0,0,0,0,0,1,0,0,0,0
233,233,233,04/03/2018,0,0,0,0,0,0,1,0,0,0,0
234,234,234,05/03/2018,0,0,0,0,0,0,1,0,0,0,0
235,235,235,06/03/2018,0,0,0,0,0,0,1,0,0,0,0
236,236,236,06/03/2018,0,0,1,0,0,0,0,0,0,0,0
237,237,237,07/03/2018,0,0,0,0,0,0,1,0,0,0,0
238,238,238,08/03/2018,0,0,0,0,0,0,1,0,0,0,0
239,239,239,08/03/2018,0,0,0,0,0,0,1,0,0,0,0
240,240,240,09/03/2018,0,0,0,0,0,0,1,0,0,0,0
241,241,241,10/03/2018,0,0,0,0,0,0,1,0,0,0,0
242,242,242,10/03/2018,0,0,0,0,0,0,1,0,0,0,0
243,243,243,10/03/2018,0,0,0,0,0,0,1,0,0,0,0
244,244,244,10/03/2018,0,0,0,0,0,0,1,0,0,0,0
245,245,245,10/03/2018,0,0,0,0,0,0,1,0,0,0,0
246,246,246,15/03/2018,0,0,0,0,0,0,1,0,0,0,0
247,247,247,16/03/2018,0,0,0,0,0,0,1,0,0,0,0
248,248,248,16/03/2018,0,0,0,0,0,0,1,0,0,0,0
249,249,249,16/03/2018,0,0,0,0,0,0,1,0,0,0,0
250,250,250,16/03/2018,0,0,1,0,0,0,0,0,0,0,0
251,251,251,17/03/2018,0,0,0,0,0,0,1,0,0,0,0
252,252,252,17/03/2018,0,0,0,0,0,0,1,0,0,0,0
253,253,253,17/03/2018,0,0,0,0,0,0,1,0,0,0,0
254,254,254,18/03/2018,0,0,0,0,0,0,1,0,0,0,0
255,255,255,18/03/2018,0,0,1,0,0,0,0,0,0,0,0
256,256,256,19/03/2018,0,0,0,0,0,0,1,0,0,0,0
257,257,257,19/03/2018,0,0,0,0,0,0,1,0,0,0,0
258,258,258,19/03/2018,0,0,0,0,0,0,1,0,0,0,0
259,259,259,19/03/2018,0,0,1,0,0,0,0,0,0,0,0
260,260,260,20/03/2018,0,0,1,0,0,0,0,0,0,0,0
261,261,261,20/03/2018,0,0,0,0,0,0,1,0,0,0,0
262,262,262,21/03/2018,0,0,0,0,0,0,1,0,0,0,0
263,263,263,24/03/2018,0,0,0,0,0,0,1,0,0,0,0
264,264,264,25/03/2018,0,0,1,0,0,0,0,0,0,0,0
265,265,265,26/03/2018,0,0,0,0,0,0,1,0,0,0,0
266,266,266,27/03/2018,0,0,0,0,0,0,1,0,0,0,0
267,267,267,29/03/2018,0,0,0,0,0,0,1,0,0,0,0
268,268,268,29/03/2018,0,0,0,0,0,0,1,0,0,0,0
269,269,269,30/03/2018,0,0,1,0,0,0,0,0,0,0,0
270,270,270,30/03/2018,0,0,0,0,0,0,1,0,0,0,0
271,271,271,30/03/2018,0,0,1,0,0,0,0,0,0,0,0
272,272,272,31/03/2018,0,0,0,0,0,0,1,0,0,0,0
273,273,273,31/03/2018,0,0,0,0,0,0,1,0,0,0,0
274,274,274,01/04/2018,0,0,0,0,0,0,1,0,0,0,0
275,275,275,02/04/2018,0,0,1,0,0,0,0,0,0,0,0
276,276,276,02/04/2018,0,0,0,0,0,0,1,0,0,0,0
277,277,277,03/04/2018,0,0,0,0,0,0,1,0,0,0,0
278,278,278,05/04/2018,0,0,0,0,0,0,1,0,0,0,0
279,279,279,05/04/2018,0,0,0,0,0,0,1,0,0,0,0
280,280,280,06/04/2018,0,0,0,0,0,0,1,0,0,0,0
281,281,281,07/04/2018,0,0,1,0,0,0,0,0,0,0,0
282,282,282,07/04/2018,0,0,0,0,0,0,1,0,0,0,0
283,283,283,08/04/2018,0,0,0,0,0,0,1,0,0,0,0
284,284,284,08/04/2018,0,0,1,0,0,0,0,0,0,0,0
285,285,285,08/04/2018,0,0,0,0,0,0,1,0,0,0,0
286,286,286,09/04/2018,0,0,1,0,0,0,0,0,0,0,0
287,287,287,10/04/2018,0,0,0,0,0,0,1,0,0,0,0
288,288,288,12/04/2018,0,0,0,0,0,0,1,0,0,0,0
289,289,289,14/04/2018,0,0,0,0,0,0,1,0,0,0,0
290,290,290,15/04/2018,0,0,0,0,0,0,1,0,0,0,0
291,291,291,15/04/2018,0,0,1,0,0,0,0,0,0,0,0
292,292,292,15/04/2018,0,0,1,0,0,0,0,0,0,0,0
293,293,293,15/04/2018,0,0,0,0,0,0,1,0,0,0,0
294,294,294,15/04/2018,0,0,0,0,0,0,1,0,0,0,0
295,295,295,18/04/2018,0,0,0,0,0,0,1,0,0,0,0
296,296,296,19/04/2018,0,0,0,0,0,0,1,0,0,0,0
297,297,297,19/04/2018,0,0,1,0,0,0,0,0,0,0,0
298,298,298,20/04/2018,0,0,0,0,0,0,1,0,0,0,0
299,299,299,21/04/2018,0,0,0,0,0,0,1,0,0,0,0
300,300,300,23/04/2018,0,0,0,0,0,0,1,0,0,0,0
301,301,301,24/04/2018,0,0,0,0,0,0,1,0,0,0,0
302,302,302,26/04/2018,0,0,0,0,0,0,1,0,0,0,0
303,303,303,26/04/2018,0,0,0,0,0,0,1,0,0,0,0
304,304,304,26/04/2018,0,0,0,0,0,0,1,0,0,0,0
305,305,305,26/04/2018,0,0,1,0,0,0,0,0,0,0,0
306,306,306,27/04/2018,0,0,0,0,0,0,1,0,0,0,0
307,307,307,28/04/2018,0,0,0,0,0,0,1,0,0,0,0
308,308,308,30/04/2018,0,0,0,0,0,0,1,0,0,0,0
309,309,309,01/05/2018,0,0,0,0,0,0,1,0,0,0,0
310,310,310,01/05/2018,0,0,0,0,0,0,1,0,0,0,0
311,311,311,01/05/2018,0,0,1,0,0,0,0,0,0,0,0
312,312,312,04/05/2018,0,0,0,0,0,0,1,0,0,0,0
313,313,313,04/05/2018,0,0,0,0,0,0,1,0,0,0,0
314,314,314,04/05/2018,0,0,0,0,0,0,1,0,0,0,0
315,315,315,05/05/2018,0,0,0,0,0,0,1,0,0,0,0
316,316,316,05/05/2018,0,0,0,0,0,0,1,0,0,0,0
317,317,317,05/05/2018,0,0,0,0,0,0,1,0,0,0,0
318,318,318,07/05/2018,0,0,0,0,0,0,1,0,0,0,0
319,319,319,07/05/2018,0,0,0,0,0,0,1,0,0,0,0
320,320,320,10/05/2018,0,0,0,0,0,0,1,0,0,0,0
321,321,321,10/05/2018,0,0,0,0,0,0,1,0,0,0,0
322,322,322,10/05/2018,0,0,0,0,0,0,1,0,0,0,0
323,323,323,11/05/2018,0,0,0,0,1,0,0,0,0,0,0
324,324,324,11/05/2018,0,0,0,0,2,0,0,0,0,0,0
325,325,325,11/05/2018,0,0,0,0,0,0,1,0,0,0,0
326,326,326,11/05/2018,0,0,0,0,1,0,0,0,0,0,0
327,327,327,12/05/2018,0,0,0,0,1,0,0,0,0,0,0
328,328,328,12/05/2018,0,0,0,0,1,0,0,0,0,0,0
329,329,329,12/05/2018,0,0,0,0,1,0,0,0,0,0,0
330,330,330,12/05/2018,0,0,0,0,1,0,0,0,0,0,0
331,331,331,12/05/2018,0,0,0,0,1,0,0,0,0,0,0
332,332,332,12/05/2018,0,0,0,0,0,0,0,0,1,0,0
333,333,333,13/05/2018,0,0,0,0,0,0,0,0,0,0,0
334,334,334,13/05/2018,1,0,0,0,0,0,0,0,0,0,0
335,335,335,13/05/2018,3,0,0,0,0,0,0,0,0,0,0
336,336,336,13/05/2018,0,0,0,0,1,0,0,0,0,0,0
337,337,337,13/05/2018,0,0,0,0,2,0,0,0,0,0,0
338,338,338,14/05/2018,0,0,0,0,1,0,0,0,0,0,0
339,339,339,14/05/2018,0,0,1,0,0,0,0,0,0,0,0
340,340,340,14/05/2018,0,0,0,0,0,0,1,0,0,0,0
341,341,341,14/05/2018,0,0,0,0,1,0,0,0,0,0,0
342,342,342,14/05/2018,0,0,0,0,0,0,1,0,0,0,0
343,343,343,14/05/2018,0,0,0,0,1,0,0,0,0,0,0
344,344,344,15/05/2018,0,0,0,0,1,0,0,0,0,0,0
345,345,345,16/05/2018,1,0,0,0,0,0,0,0,0,0,0
346,346,346,16/05/2018,1,0,0,0,0,0,0,0,0,0,0
347,347,347,16/05/2018,2,0,0,0,0,0,0,0,0,0,0
348,348,348,16/05/2018,1,0,0,0,0,0,0,0,0,0,0
349,349,349,16/05/2018,0,0,0,0,0,0,1,0,0,0,0
350,350,350,17/05/2018,0,0,0,0,0,0,1,0,0,0,0
351,351,351,17/05/2018,0,0,0,0,1,0,0,0,0,0,0
352,352,352,17/05/2018,0,0,0,0,0,0,1,0,0,0,0
353,353,353,18/05/2018,1,0,0,0,0,0,0,0,0,0,0
354,354,354,18/05/2018,0,0,0,0,1,0,0,0,0,0,0
355,355,355,18/05/2018,0,0,0,0,1,0,0,0,0,0,0
356,356,356,18/05/2018,0,0,0,0,0,0,1,0,0,0,0
357,357,357,20/05/2018,0,0,0,0,0,0,1,0,0,0,0
358,358,358,21/05/2018,0,0,0,0,1,0,0,0,0,0,0
359,359,359,22/05/2018,0,0,0,0,1,0,0,0,0,0,0
360,360,360,23/05/2018,0,0,0,0,1,0,0,0,0,0,0
361,361,361,24/05/2018,0,0,0,0,1,0,0,0,0,0,0
362,362,362,24/05/2018,0,0,0,0,1,0,0,0,0,0,0
363,363,363,24/05/2018,0,0,0,0,0,0,1,0,0,0,0
364,364,364,26/05/2018,0,0,0,0,0,0,1,0,0,0,0
365,365,365,26/05/2018,0,0,0,0,1,0,0,0,0,0,0
366,366,366,26/05/2018,0,0,0,0,1,0,0,0,0,0,0
367,367,367,26/05/2018,0,0,0,0,0,0,1,0,0,0,0
368,368,368,27/05/2018,0,0,0,0,1,0,0,0,0,0,0
369,369,369,27/05/2018,1,0,0,0,0,0,0,0,0,0,0
370,370,370,27/05/2018,0,0,0,0,0,0,1,0,0,0,0
371,371,371,28/05/2018,0,0,0,0,1,0,0,0,0,0,0
372,372,372,28/05/2018,0,0,0,0,0,0,1,0,0,0,0
373,373,373,29/05/2018,0,0,0,0,0,0,1,0,0,0,0
374,374,374,30/05/2018,0,0,0,0,1,0,0,0,0,0,0
375,375,375,30/05/2018,0,0,0,0,1,0,0,0,0,0,0
376,376,376,31/05/2018,0,0,0,0,1,0,0,0,0,0,0
377,377,377,31/05/2018,0,0,0,0,1,0,0,0,0,0,0
378,378,378,31/05/2018,0,0,0,0,0,0,1,0,0,0,0
379,379,379,31/05/2018,0,0,0,0,1,0,0,0,0,0,0
380,380,380,31/05/2018,0,0,1,0,0,0,0,0,0,0,0
381,381,381,31/05/2018,0,0,0,0,1,0,0,0,0,0,0
382,382,382,31/05/2018,0,0,0,0,1,0,0,0,0,0,0
383,383,383,01/06/2018,0,0,0,0,1,0,0,0,0,0,0
384,384,384,01/06/2018,0,0,0,0,1,0,0,0,0,0,0
