Date,Price,Open,High,Low,Change %
"Nov 14, 2018",134.45,134.35,134.6,133.1,0.04%
"Nov 13, 2018",134.4,134.4,134.6,132.58,0.00%
"Nov 12, 2018",134.4,133.6,134.6,131.7,0.30%
"Nov 10, 2018",134,134,134,134,0.00%
"Nov 09, 2018",134,133.25,134.9,132.1,0.28%
"Nov 08, 2018",133.625,133.625,134.775,132.475,0.00%
"Nov 07, 2018",133.625,133.775,134.605,132.475,-0.06%
"Nov 06, 2018",133.7,133.6,134.6,132.4,0.04%
"Nov 05, 2018",133.65,133.71,134.65,132.45,-0.02%
"Nov 03, 2018",133.68,133.68,133.68,133.68,0.00%
"Nov 02, 2018",133.68,133.72,134.6,132.22,-0.01%
"Nov 01, 2018",133.7,133.85,134.19,132.41,-0.06%
"Oct 31, 2018",133.775,133.575,134.185,131.835,0.07%
"Oct 30, 2018",133.675,133.775,134.185,132.015,-0.04%
"Oct 29, 2018",133.725,133.275,134.215,131.235,0.17%
"Oct 27, 2018",133.5,133.5,133.5,133.5,0.00%
"Oct 26, 2018",133.5,133.4,134.26,131.46,0.04%
"Oct 25, 2018",133.45,133.8,134.19,131.51,1.94%
"Oct 24, 2018",130.91,133.51,133.71,130.77,-1.88%
"Oct 23, 2018",133.42,134.68,134.78,133.01,-0.06%
"Oct 22, 2018",133.5,134.41,134.66,132.49,0.77%
"Oct 20, 2018",132.475,132.475,132.475,132.475,0.00%
"Oct 19, 2018",132.475,134.335,134.385,132.465,-0.72%
"Oct 18, 2018",133.44,134.53,134.53,132.39,0.24%
"Oct 17, 2018",133.115,134.485,134.535,128.205,1.33%
"Oct 16, 2018",131.37,134.13,134.58,131.29,-1.14%
"Oct 15, 2018",132.88,132.66,133.81,129.47,-0.09%
"Oct 13, 2018",133,133,133,133,0.00%
"Oct 12, 2018",133,131.81,133,130.8,1.44%
"Oct 11, 2018",131.115,132.605,134.565,127.915,-1.60%
"Oct 10, 2018",133.25,133.56,134.51,132.05,-0.09%
"Oct 09, 2018",133.375,124.915,133.815,124.335,8.29%
"Oct 08, 2018",123.17,123.17,123.17,123.17,-0.47%
"Oct 06, 2018",123.75,123.75,123.75,123.75,0.00%
"Oct 05, 2018",123.745,123.295,123.925,123.015,0.00%
"Oct 04, 2018",123.75,123.46,124.96,123.14,0.00%
"Oct 03, 2018",123.75,123.39,124.91,123.23,0.12%
"Oct 02, 2018",123.6,123.56,123.6,123.56,0.16%
"Oct 01, 2018",123.4,123.16,124.94,123.16,-0.15%
"Sep 29, 2018",123.585,123.585,123.585,123.585,0.00%
"Sep 28, 2018",123.585,124.465,124.465,123.045,-0.13%
"Sep 27, 2018",123.75,123.19,123.81,122.95,0.00%
"Sep 26, 2018",123.75,123.19,123.81,122.95,0.45%
"Sep 25, 2018",123.195,125.025,125.025,123.175,-0.03%
"Sep 24, 2018",123.235,123.155,124.815,123.035,0.07%
"Sep 22, 2018",123.145,123.145,123.145,123.145,0.00%
"Sep 21, 2018",123.145,123.605,124.405,123.145,-0.48%
"Sep 20, 2018",123.735,123.415,124.375,122.995,-0.02%
"Sep 19, 2018",123.76,123.49,124.49,123.08,0.02%
"Sep 18, 2018",123.74,123.59,124.06,123.06,-0.12%
"Sep 17, 2018",123.89,123.78,124.51,122.19,0.04%
"Sep 15, 2018",123.845,123.845,123.845,123.845,0.00%
"Sep 14, 2018",123.845,122.955,124.315,122.955,0.62%
"Sep 13, 2018",123.085,123.915,124.445,122.325,-0.73%
"Sep 12, 2018",123.995,122.705,124.165,121.795,1.26%
"Sep 11, 2018",122.45,123.08,123.13,122.19,-0.45%
"Sep 10, 2018",123.005,123.895,123.895,122.335,-0.37%
"Sep 08, 2018",123.46,123.46,123.46,123.46,0.00%
"Sep 07, 2018",123.46,123.02,124.9,123.02,0.29%
"Sep 06, 2018",123.105,122.265,123.195,121.765,-0.01%
"Sep 05, 2018",123.12,123.35,123.35,122.28,-0.32%
"Sep 04, 2018",123.51,124.88,124.88,122.16,0.32%
"Sep 03, 2018",123.11,123.07,123.11,123.07,0.10%
"Sep 01, 2018",122.985,122.985,122.985,122.985,0.00%
"Aug 31, 2018",122.985,122.985,123.225,122.985,-0.05%
"Aug 30, 2018",123.05,123.01,123.24,123,0.02%
"Aug 29, 2018",123.02,125.07,125.07,122.35,-0.03%
"Aug 28, 2018",123.06,124.59,124.59,122.27,-0.01%
"Aug 27, 2018",123.07,122.86,123.19,122.86,0.55%
"Aug 25, 2018",122.4,122.4,122.4,122.4,0.00%
"Aug 24, 2018",122.4,123.36,123.36,122.4,-1.25%
"Aug 23, 2018",123.945,122.195,124.565,122.105,1.24%
"Aug 22, 2018",122.425,124.725,124.725,122.425,-0.02%
"Aug 21, 2018",122.455,122.455,122.455,122.455,0.00%
"Aug 20, 2018",122.455,124.455,124.455,122.295,-1.01%
"Aug 18, 2018",123.71,123.71,123.71,123.71,0.00%
"Aug 17, 2018",123.71,124.26,124.41,122.1,0.33%
"Aug 16, 2018",123.3,123.5,123.5,121.75,-0.32%
"Aug 15, 2018",123.7,123.71,124.49,122.54,-0.11%
"Aug 14, 2018",123.835,122.915,124.515,122.795,0.75%
"Aug 13, 2018",122.915,124.725,124.725,122.675,-0.84%
"Aug 11, 2018",123.95,123.95,123.95,123.95,0.00%
"Aug 10, 2018",123.95,124.56,124.59,122.71,-0.08%
"Aug 09, 2018",124.05,124.86,124.86,123.01,0.01%
"Aug 08, 2018",124.04,123.69,124.63,123.28,-0.05%
"Aug 07, 2018",124.1,124.2,124.55,122.55,0.90%
"Aug 06, 2018",122.995,124.845,125.045,122.325,-0.79%
"Aug 04, 2018",123.98,123.98,123.98,123.98,0.00%
"Aug 03, 2018",123.98,124.41,124.66,122.19,0.86%
"Aug 02, 2018",122.925,122.895,124.615,122.895,-0.55%
"Aug 01, 2018",123.6,124.41,125.19,122.91,-0.37%
"Jul 31, 2018",124.06,122.3,124.63,122.3,2.01%
"Jul 30, 2018",121.615,128.715,129.065,120.255,-5.27%
"Jul 28, 2018",128.375,128.375,128.375,128.375,0.00%
"Jul 27, 2018",128.375,128.625,128.815,127.115,-0.48%
"Jul 26, 2018",129,129.28,129.85,127.79,-0.11%
"Jul 25, 2018",129.14,129.14,129.35,127.85,0.00%
"Jul 24, 2018",129.14,129.26,129.54,127.85,-0.05%
"Jul 23, 2018",129.2,129.2,129.53,128.06,0.00%
"Jul 21, 2018",129.2,129.2,129.2,129.2,0.00%
"Jul 20, 2018",129.2,128.9,129.2,128.46,0.12%
"Jul 19, 2018",129.05,129.05,129.19,128.64,0.47%
"Jul 18, 2018",128.45,127.82,128.55,126.64,0.47%
"Jul 17, 2018",127.85,126.54,128.05,126.54,2.28%
"Jul 16, 2018",125,122.5,125.19,122.5,2.67%
"Jul 14, 2018",121.75,121.75,121.75,121.75,0.00%
"Jul 13, 2018",121.75,122.32,122.32,121.1,0.00%
"Jul 12, 2018",121.755,121.725,121.765,120.435,0.01%
"Jul 11, 2018",121.74,121.73,121.74,120.55,0.00%
"Jul 10, 2018",121.735,121.735,121.785,121.055,0.00%
"Jul 09, 2018",121.735,121.715,121.735,120.505,0.01%
"Jul 07, 2018",121.725,121.725,121.725,121.725,0.00%
"Jul 06, 2018",121.725,121.725,121.725,120.415,0.00%
"Jul 05, 2018",121.725,121.725,121.725,121.115,0.00%
"Jul 04, 2018",121.725,121.725,121.725,121.725,0.00%
"Jul 03, 2018",121.725,121.705,121.855,120.515,0.01%
"Jul 02, 2018",121.715,121.755,121.755,120.525,-0.02%
"Jun 30, 2018",121.735,121.735,121.735,121.735,0.00%
"Jun 29, 2018",121.735,121.735,121.735,120.505,0.00%
"Jun 28, 2018",121.735,121.725,121.735,120.505,0.00%
"Jun 27, 2018",121.73,121.62,121.73,120.46,0.05%
"Jun 26, 2018",121.675,121.675,121.725,120.365,0.00%
"Jun 25, 2018",121.675,121.625,121.675,120.365,0.02%
"Jun 23, 2018",121.65,121.65,121.65,121.65,0.00%
"Jun 22, 2018",121.65,121.65,121.65,120.39,0.00%
"Jun 21, 2018",121.65,121.35,121.65,120.39,0.12%
"Jun 20, 2018",121.5,121.1,121.9,120.54,0.16%
"Jun 19, 2018",121.3,121.3,122.3,120.24,1.63%
"Jun 18, 2018",119.35,119.35,119.35,119.35,-0.45%
"Jun 16, 2018",119.89,119.89,119.89,119.89,0.00%
"Jun 15, 2018",119.89,119.38,119.89,119.21,0.26%
"Jun 14, 2018",119.585,120.375,120.375,119.585,1.13%
"Jun 13, 2018",118.245,119.945,119.945,118.245,-0.69%
"Jun 12, 2018",119.065,119.315,119.315,117.855,1.13%
"Jun 11, 2018",117.735,116.355,117.975,115.165,1.69%
"Jun 09, 2018",115.78,115.78,115.78,115.78,0.00%
"Jun 08, 2018",115.78,115.78,115.78,114.59,0.00%
"Jun 07, 2018",115.78,115.78,115.78,114.59,0.00%
"Jun 06, 2018",115.78,115.78,115.78,114.59,0.00%
"Jun 05, 2018",115.78,115.78,115.78,114.59,0.00%
"Jun 04, 2018",115.78,115.79,115.79,114.59,0.00%
"Jun 02, 2018",115.785,115.785,115.785,115.785,0.00%
"Jun 01, 2018",115.785,115.765,115.785,114.585,0.01%
"May 31, 2018",115.775,115.775,115.775,114.595,0.14%
"May 30, 2018",115.61,115.75,115.75,114.57,-0.14%
"May 29, 2018",115.775,115.775,115.775,114.595,0.00%
"May 28, 2018",115.775,115.775,115.775,114.595,0.15%
"May 26, 2018",115.6,115.6,115.6,115.6,-0.15%
"May 25, 2018",115.775,115.775,115.775,114.595,0.00%
"May 24, 2018",115.775,115.775,115.775,114.595,0.00%
"May 23, 2018",115.775,115.775,115.775,114.595,0.19%
"May 22, 2018",115.55,116.36,116.36,115.18,-0.19%
"May 21, 2018",115.775,115.785,115.785,114.595,0.00%
"May 19, 2018",115.78,115.78,115.78,115.78,0.00%
"May 18, 2018",115.78,115.78,115.78,114.59,0.00%
"May 17, 2018",115.78,115.78,115.78,114.59,0.00%
"May 16, 2018",115.78,115.77,115.78,114.59,0.00%
"May 15, 2018",115.775,115.775,115.775,114.595,-0.46%
"May 14, 2018",116.305,116.345,116.345,115.155,0.65%
"May 12, 2018",115.55,115.55,115.55,115.55,-0.20%
"May 11, 2018",115.78,115.78,115.78,114.59,0.00%
"May 10, 2018",115.78,115.77,115.78,114.59,0.00%
"May 09, 2018",115.775,115.775,115.775,114.585,0.00%
"May 08, 2018",115.775,115.775,115.775,114.585,0.00%
"May 07, 2018",115.775,115.775,115.775,114.585,0.00%
"May 05, 2018",115.775,115.775,115.775,115.775,0.00%
"May 04, 2018",115.775,115.775,115.775,114.585,0.00%
"May 03, 2018",115.775,115.785,115.785,114.415,0.00%
"May 02, 2018",115.78,115.76,115.78,114.58,0.01%
"May 01, 2018",115.77,115.77,115.77,114.59,0.00%
"Apr 30, 2018",115.77,115.78,115.78,114.59,0.00%
"Apr 28, 2018",115.775,115.775,115.775,115.775,0.00%
"Apr 27, 2018",115.775,115.775,115.775,114.585,0.00%
"Apr 26, 2018",115.775,115.775,115.775,114.585,0.00%
"Apr 25, 2018",115.775,116.355,116.365,115.175,0.00%
"Apr 24, 2018",115.77,115.77,115.77,114.59,0.00%
"Apr 23, 2018",115.77,115.78,115.8,114.59,0.00%
"Apr 21, 2018",115.775,115.775,115.775,115.775,0.00%
"Apr 20, 2018",115.775,115.785,115.785,114.585,0.00%
"Apr 19, 2018",115.78,115.78,115.78,114.58,0.00%
"Apr 18, 2018",115.78,115.77,115.78,114.58,0.00%
"Apr 17, 2018",115.775,115.775,115.775,114.585,0.00%
"Apr 16, 2018",115.775,115.775,115.775,114.585,0.00%
"Apr 14, 2018",115.775,115.775,115.775,115.775,0.00%
"Apr 13, 2018",115.775,115.765,115.775,114.965,0.00%
"Apr 12, 2018",115.77,115.75,115.77,115.04,0.01%
"Apr 11, 2018",115.76,115.8,115.8,115.57,-0.02%
"Apr 10, 2018",115.78,115.74,115.78,115.66,0.02%
"Apr 09, 2018",115.76,115.8,115.8,114.53,-0.02%
"Apr 07, 2018",115.78,115.78,115.78,115.78,0.00%
"Apr 06, 2018",115.78,115.78,115.78,115.62,0.00%
"Apr 05, 2018",115.78,115.67,115.78,114.62,0.05%
"Apr 04, 2018",115.725,115.725,115.725,114.675,0.00%
"Apr 03, 2018",115.725,115.725,115.725,115.615,0.00%
"Apr 02, 2018",115.725,115.695,115.725,114.465,0.01%
"Apr 01, 2018",115.71,115.71,115.71,115.71,0.00%
"Mar 31, 2018",115.71,115.71,115.71,115.71,0.00%
"Mar 30, 2018",115.71,115.69,115.71,115.6,0.01%
"Mar 29, 2018",115.7,115.7,115.7,115.59,0.00%
"Mar 28, 2018",115.7,115.75,115.75,115.5,-0.02%
"Mar 27, 2018",115.725,115.585,115.775,115.375,0.11%
"Mar 26, 2018",115.6,115.6,115.7,114.28,0.00%
"Mar 25, 2018",115.6,115.6,115.6,115.6,0.00%
"Mar 24, 2018",115.6,115.6,115.6,115.6,0.00%
"Mar 23, 2018",115.6,115.19,115.86,115.19,0.00%
"Mar 22, 2018",115.6,114.7,115.98,114.7,0.39%
"Mar 21, 2018",115.15,114.85,115.87,114.85,0.13%
"Mar 20, 2018",115,111.53,115.1,111.53,3.82%
"Mar 19, 2018",110.765,110.755,110.765,109.915,0.00%
"Mar 18, 2018",110.76,110.76,110.76,110.76,0.00%
"Mar 17, 2018",110.76,110.76,110.76,110.76,0.00%
"Mar 16, 2018",110.76,110.76,110.76,110.54,0.00%
"Mar 15, 2018",110.76,110.76,110.76,110.54,0.00%
"Mar 14, 2018",110.76,110.76,110.76,110.65,0.00%
"Mar 13, 2018",110.76,110.71,110.76,110.54,0.00%
"Mar 12, 2018",110.76,110.76,110.76,109.87,0.13%
"Mar 11, 2018",110.62,110.62,110.62,110.62,0.00%
"Mar 10, 2018",110.62,110.62,110.62,110.62,-0.13%
"Mar 09, 2018",110.76,110.77,110.77,109.87,0.00%
"Mar 08, 2018",110.765,110.755,110.765,109.915,0.00%
"Mar 07, 2018",110.76,110.74,110.76,109.87,0.01%
"Mar 06, 2018",110.75,110.75,110.77,109.88,0.00%
"Mar 05, 2018",110.75,110.77,110.77,109.93,0.16%
"Mar 04, 2018",110.57,110.57,110.57,110.57,0.00%
"Mar 03, 2018",110.57,110.57,110.57,110.57,0.00%
"Mar 02, 2018",110.57,110.62,110.62,110.51,-0.17%
"Mar 01, 2018",110.76,110.77,110.77,110.64,0.00%
"Feb 28, 2018",110.765,110.765,110.765,110.705,0.00%
"Feb 27, 2018",110.765,110.655,110.765,110.655,0.10%
"Feb 26, 2018",110.65,111.33,111.34,110.48,0.09%
"Feb 25, 2018",110.55,110.55,110.55,110.55,0.00%
"Feb 24, 2018",110.55,110.55,110.55,110.55,0.00%
"Feb 23, 2018",110.55,110.62,110.62,110.5,-0.19%
"Feb 22, 2018",110.76,110.19,110.76,109.7,0.00%
"Feb 21, 2018",110.76,110.71,110.76,110.64,0.01%
"Feb 20, 2018",110.75,110.75,110.76,110.64,0.00%
"Feb 19, 2018",110.75,110.76,110.76,109.91,0.18%
"Feb 18, 2018",110.55,110.55,110.55,110.55,0.00%
"Feb 17, 2018",110.55,110.55,110.55,110.55,-0.19%
"Feb 16, 2018",110.755,110.755,110.755,110.695,0.00%
"Feb 15, 2018",110.755,110.755,110.755,110.185,0.00%
"Feb 14, 2018",110.755,110.755,110.755,110.645,0.00%
"Feb 13, 2018",110.755,110.765,110.765,110.645,0.13%
"Feb 12, 2018",110.61,111.33,111.33,110.48,0.19%
"Feb 11, 2018",110.4,110.4,110.4,110.4,0.00%
"Feb 10, 2018",110.4,110.4,110.4,110.4,-0.26%
"Feb 09, 2018",110.69,110.84,110.86,110.69,-0.06%
"Feb 08, 2018",110.76,110.76,110.76,110.69,0.00%
"Feb 07, 2018",110.76,110.59,110.76,110.59,0.04%
"Feb 06, 2018",110.715,110.825,110.825,110.715,-0.04%
"Feb 05, 2018",110.76,110.76,110.76,109.91,0.17%
"Feb 04, 2018",110.57,110.57,110.57,110.57,0.00%
"Feb 03, 2018",110.57,110.57,110.57,110.57,0.02%
"Feb 02, 2018",110.55,110.5,110.62,110.5,-0.19%
"Feb 01, 2018",110.755,110.765,110.765,110.625,0.00%
"Jan 31, 2018",110.76,110.76,110.76,110.62,0.00%
"Jan 30, 2018",110.76,110.76,110.76,110.62,0.00%
"Jan 29, 2018",110.76,110.75,110.76,109.88,0.19%
"Jan 28, 2018",110.55,110.55,110.55,110.55,0.00%
"Jan 27, 2018",110.55,110.55,110.55,110.55,-0.19%
"Jan 26, 2018",110.755,110.755,110.755,110.705,0.00%
"Jan 25, 2018",110.755,110.755,110.755,110.645,0.19%
"Jan 24, 2018",110.55,110.61,110.61,110.5,-0.19%
"Jan 23, 2018",110.76,110.78,110.78,109.9,0.00%
"Jan 22, 2018",110.755,110.755,110.755,109.885,-0.18%
"Jan 21, 2018",110.955,110.955,110.955,110.955,0.00%
"Jan 20, 2018",110.955,110.955,110.955,110.955,0.00%
"Jan 19, 2018",110.955,111.075,111.075,109.745,0.18%
"Jan 18, 2018",110.76,110.74,110.76,110.62,-0.34%
"Jan 17, 2018",111.14,111.26,111.26,110.64,0.19%
"Jan 16, 2018",110.925,111.325,111.415,110.655,0.15%
"Jan 15, 2018",110.755,110.755,110.755,109.895,0.19%
"Jan 14, 2018",110.55,110.55,110.55,110.55,0.00%
"Jan 13, 2018",110.55,110.55,110.55,110.55,-0.19%
"Jan 12, 2018",110.755,110.745,110.755,110.645,0.00%
"Jan 11, 2018",110.75,110.75,110.75,109.44,-0.23%
"Jan 10, 2018",111,111.31,111.31,110.55,0.23%
"Jan 09, 2018",110.75,110.75,110.75,109.69,0.00%
"Jan 08, 2018",110.75,111.31,111.31,109.9,0.18%
"Jan 07, 2018",110.55,110.55,110.55,110.55,0.00%
"Jan 06, 2018",110.55,110.55,110.55,110.55,-0.18%
"Jan 05, 2018",110.75,110.72,110.75,110.07,0.01%
"Jan 04, 2018",110.735,110.735,110.735,110.085,0.00%
"Jan 03, 2018",110.735,110.665,110.735,110.185,0.03%
"Jan 02, 2018",110.7,110.7,110.7,109.34,0.35%
"Jan 01, 2018",110.31,110.31,110.31,110.31,-0.35%
"Dec 31, 2017",110.7,110.7,110.7,110.7,0.00%
"Dec 30, 2017",110.7,110.7,110.7,110.7,0.00%
"Dec 29, 2017",110.7,110.7,110.7,110.14,0.00%
"Dec 28, 2017",110.7,110.7,110.8,110.19,0.00%
"Dec 27, 2017",110.7,110.7,110.7,110.59,0.00%
"Dec 26, 2017",110.7,111.21,111.21,110.4,0.45%
"Dec 25, 2017",110.2,110.2,110.2,110.2,-0.45%
"Dec 24, 2017",110.7,110.7,110.7,110.7,0.00%
"Dec 23, 2017",110.7,110.7,110.7,110.7,0.00%
"Dec 22, 2017",110.7,110.7,110.7,110.19,-0.29%
"Dec 21, 2017",111.02,111.04,111.15,109.92,0.61%
"Dec 20, 2017",110.35,110.19,110.52,110.19,-0.23%
"Dec 19, 2017",110.6,110.56,111.11,109.45,0.66%
"Dec 18, 2017",109.875,109.875,109.875,109.185,0.00%
"Dec 17, 2017",109.875,109.875,109.875,109.875,0.00%
"Dec 16, 2017",109.875,109.875,109.875,109.875,0.00%
"Dec 15, 2017",109.875,109.725,110.025,109.015,0.07%
"Dec 14, 2017",109.8,109.2,109.8,109.09,0.27%
"Dec 13, 2017",109.5,109.5,109.85,108.74,0.04%
"Dec 12, 2017",109.455,107.965,109.815,107.965,1.82%
"Dec 11, 2017",107.5,106.81,108.91,106.81,1.56%
"Dec 10, 2017",105.85,105.85,105.85,105.85,0.00%
"Dec 09, 2017",105.85,105.85,105.85,105.85,0.00%
"Dec 08, 2017",105.85,106.1,106.1,105.85,0.41%
"Dec 07, 2017",105.415,105.415,105.415,105.315,0.00%
"Dec 06, 2017",105.415,105.545,105.545,105.395,0.16%
"Dec 05, 2017",105.25,105.3,105.3,105.25,-0.14%
"Dec 04, 2017",105.4,105.55,105.55,105.4,0.02%
"Dec 03, 2017",105.375,105.375,105.375,105.375,0.00%
"Dec 02, 2017",105.375,105.375,105.375,105.375,0.00%
"Dec 01, 2017",105.375,105.375,105.475,105.295,0.00%
"Nov 30, 2017",105.375,105.495,105.495,105.295,-0.04%
"Nov 29, 2017",105.415,105.585,105.585,105.355,0.16%
"Nov 28, 2017",105.25,105.5,105.5,105.25,-0.08%
"Nov 27, 2017",105.33,105.6,105.6,105.33,0.14%
"Nov 26, 2017",105.185,105.185,105.185,105.185,0.00%
"Nov 25, 2017",105.185,105.185,105.185,105.185,0.00%
"Nov 24, 2017",105.185,105.435,105.435,105.185,-0.11%
"Nov 23, 2017",105.3,105.3,105.3,105.3,-0.05%
"Nov 22, 2017",105.35,105.5,105.5,105.35,0.14%
"Nov 21, 2017",105.2,105.24,105.24,105.2,-0.05%
"Nov 20, 2017",105.25,105.31,105.31,105.25,-0.06%
"Nov 19, 2017",105.315,105.315,105.315,105.315,0.00%
"Nov 18, 2017",105.315,105.315,105.315,105.315,0.00%
"Nov 17, 2017",105.315,105.515,105.515,105.315,0.01%
"Nov 16, 2017",105.305,105.305,105.305,105.255,0.00%
"Nov 15, 2017",105.305,105.535,105.535,105.305,0.05%
"Nov 14, 2017",105.25,105.43,105.43,105.25,-0.09%
"Nov 13, 2017",105.35,105.48,105.48,105.3,0.38%
"Nov 12, 2017",104.95,104.95,104.95,104.95,0.00%
"Nov 11, 2017",104.95,104.95,104.95,104.95,0.00%
"Nov 10, 2017",104.95,104.95,104.95,104.95,-0.10%
"Nov 09, 2017",105.05,105.15,105.15,105.05,-0.14%
"Nov 08, 2017",105.2,105.2,105.2,105.2,-0.05%
"Nov 07, 2017",105.25,105.25,105.25,105.25,-0.05%
"Nov 06, 2017",105.3,105.53,105.53,105.3,0.02%
"Nov 05, 2017",105.28,105.28,105.28,105.28,0.00%
"Nov 04, 2017",105.28,105.28,105.28,105.28,0.00%
"Nov 03, 2017",105.28,105.25,105.28,105.25,0.02%
"Nov 02, 2017",105.255,105.365,105.365,105.255,0.05%
"Nov 01, 2017",105.2,105.25,105.25,105.15,-0.17%
"Oct 31, 2017",105.375,105.315,105.495,105.245,0.06%
"Oct 30, 2017",105.315,105.515,105.515,105.295,-0.03%
"Oct 29, 2017",105.35,105.35,105.35,105.35,0.00%
"Oct 28, 2017",105.35,105.35,105.35,105.35,0.00%
"Oct 27, 2017",105.35,105.45,105.45,105.35,0.00%
"Oct 26, 2017",105.355,105.435,105.455,105.335,0.05%
"Oct 25, 2017",105.305,105.355,105.405,105.305,-0.07%
"Oct 24, 2017",105.375,105.275,105.375,105.275,0.07%
"Oct 23, 2017",105.3,105.53,105.53,105.3,-0.05%
"Oct 22, 2017",105.35,105.35,105.35,105.35,0.00%
"Oct 21, 2017",105.35,105.35,105.35,105.35,0.00%
"Oct 20, 2017",105.35,105.45,105.45,105.3,0.14%
"Oct 19, 2017",105.2,105.29,105.29,105.2,-0.05%
"Oct 18, 2017",105.25,105.2,105.39,105.2,-0.05%
"Oct 17, 2017",105.305,105.505,105.505,105.305,0.17%
"Oct 16, 2017",105.125,105.215,105.215,105.125,-0.12%
"Oct 15, 2017",105.25,105.25,105.25,105.25,0.00%
"Oct 14, 2017",105.25,105.25,105.25,105.25,0.00%
"Oct 13, 2017",105.25,105.46,105.46,105.25,0.33%
"Oct 12, 2017",104.9,105.05,105.05,104.9,-0.17%
"Oct 11, 2017",105.075,105.125,105.125,105.075,-0.24%
"Oct 10, 2017",105.33,105.14,105.39,105.14,0.07%
"Oct 09, 2017",105.255,105.255,105.255,105.255,0.00%
"Oct 08, 2017",105.255,105.255,105.255,105.255,0.00%
"Oct 07, 2017",105.255,105.255,105.255,105.255,0.00%
"Oct 06, 2017",105.255,105.445,105.445,105.255,0.00%
"Oct 05, 2017",105.25,105.45,105.45,105.25,-0.15%
"Oct 04, 2017",105.405,105.405,105.405,105.405,0.03%
"Oct 03, 2017",105.375,105.515,105.515,105.305,0.07%
"Oct 02, 2017",105.3,105.3,105.3,105.3,-0.10%
"Oct 01, 2017",105.41,105.41,105.41,105.41,0.00%
"Sep 30, 2017",105.41,105.41,105.41,105.41,0.00%
"Sep 29, 2017",105.41,105.5,105.51,105.38,0.01%
"Sep 28, 2017",105.4,105.4,105.45,105.4,-0.02%
"Sep 27, 2017",105.425,105.275,105.445,105.275,0.05%
"Sep 26, 2017",105.375,105.505,105.505,105.325,0.03%
"Sep 25, 2017",105.345,105.455,105.455,105.245,-0.04%
"Sep 24, 2017",105.385,105.385,105.385,105.385,0.00%
"Sep 23, 2017",105.385,105.385,105.385,105.385,0.00%
"Sep 22, 2017",105.385,105.375,105.385,105.275,0.01%
"Sep 21, 2017",105.375,105.385,105.425,105.375,0.00%
"Sep 20, 2017",105.375,105.335,105.435,105.335,0.02%
"Sep 19, 2017",105.35,105.46,105.46,105.35,0.02%
"Sep 18, 2017",105.325,105.405,105.405,105.325,-0.02%
"Sep 17, 2017",105.35,105.35,105.35,105.35,0.00%
"Sep 16, 2017",105.35,105.35,105.35,105.35,0.00%
"Sep 15, 2017",105.35,105.46,105.46,105.35,0.05%
"Sep 14, 2017",105.295,105.145,105.395,105.145,0.09%
"Sep 13, 2017",105.2,105.35,105.46,105.2,-0.13%
"Sep 12, 2017",105.335,105.285,105.335,105.235,0.00%
"Sep 11, 2017",105.33,105.43,105.43,105.33,0.02%
"Sep 10, 2017",105.31,105.31,105.31,105.31,0.00%
"Sep 09, 2017",105.31,105.31,105.31,105.31,0.00%
"Sep 08, 2017",105.31,105.36,105.41,105.26,-0.04%
"Sep 07, 2017",105.35,105.35,105.35,105.3,0.01%
"Sep 06, 2017",105.34,105.18,105.34,105.04,0.00%
"Sep 05, 2017",105.335,105.435,105.435,105.185,0.22%
"Sep 04, 2017",105.1,105.1,105.1,105.1,0.00%
"Sep 03, 2017",105.1,105.1,105.1,105.1,0.00%
"Sep 02, 2017",105.1,105.1,105.1,105.1,0.00%
"Sep 01, 2017",105.1,105.15,105.2,105.1,-0.12%
"Aug 31, 2017",105.23,105.28,105.28,105.23,0.01%
"Aug 30, 2017",105.215,105.165,105.315,105.165,0.06%
"Aug 29, 2017",105.155,105.375,105.375,105.155,-0.19%
"Aug 28, 2017",105.36,105.31,105.36,105.31,-0.01%
"Aug 27, 2017",105.375,105.375,105.375,105.375,0.00%
"Aug 26, 2017",105.375,105.375,105.375,105.375,0.00%
"Aug 25, 2017",105.375,105.295,105.475,105.295,0.00%
"Aug 24, 2017",105.375,105.365,105.475,105.325,0.02%
"Aug 23, 2017",105.355,105.365,105.365,105.355,0.01%
"Aug 22, 2017",105.345,105.445,105.445,105.335,0.01%
"Aug 21, 2017",105.33,105.44,105.44,105.33,-0.02%
"Aug 20, 2017",105.35,105.35,105.35,105.35,0.00%
"Aug 19, 2017",105.35,105.35,105.35,105.35,0.00%
"Aug 18, 2017",105.35,105.34,105.35,105.34,0.01%
"Aug 17, 2017",105.34,105.46,105.46,105.34,0.01%
"Aug 16, 2017",105.33,105.34,105.34,105.33,-0.04%
"Aug 15, 2017",105.375,105.265,105.375,105.265,0.04%
"Aug 14, 2017",105.33,105.33,105.33,105.33,0.12%
"Aug 13, 2017",105.205,105.205,105.205,105.205,0.00%
"Aug 12, 2017",105.205,105.205,105.205,105.205,0.00%
"Aug 11, 2017",105.205,105.205,105.205,105.205,0.00%
"Aug 10, 2017",105.205,105.205,105.205,105.205,-0.15%
"Aug 09, 2017",105.36,105.46,105.46,105.36,0.10%
"Aug 08, 2017",105.25,105.26,105.3,105.25,-0.07%
"Aug 07, 2017",105.32,105.42,105.42,105.31,-0.04%
"Aug 06, 2017",105.36,105.36,105.36,105.36,0.03%
"Aug 05, 2017",105.33,105.33,105.33,105.33,0.00%
"Aug 04, 2017",105.33,105.34,105.35,105.33,0.00%
