Date,Rate
24/5/2017,104.845
23/5/2017,104.835
22/5/2017,104.825
21/5/2017,104.795
20/5/2017,104.795
19/5/2017,104.795
18/5/2017,104.815
17/5/2017,104.825
16/5/2017,104.85
15/5/2017,104.8
14/5/2017,104.775
13/5/2017,104.775
12/5/2017,104.775
11/5/2017,104.7
10/5/2017,104.8
09/5/2017,104.885
08/5/2017,104.815
07/5/2017,104.75
06/5/2017,104.75
05/5/2017,104.75
04/5/2017,104.8
03/5/2017,104.65
02/5/2017,104.76
01/5/2017,104.7
30/4/2017,104.725
29/4/2017,104.725
28/4/2017,104.725
27/4/2017,104.75
26/4/2017,104.625
25/4/2017,104.725
24/4/2017,104.805
23/4/2017,104.8
22/4/2017,104.8
21/4/2017,104.8
20/4/2017,104.795
19/4/2017,104.83
18/4/2017,104.83
17/4/2017,104.87
16/4/2017,104.825
15/4/2017,104.825
14/4/2017,104.825
13/4/2017,104.845
12/4/2017,104.8
11/4/2017,104.705
10/4/2017,104.84
09/4/2017,104.82
08/4/2017,104.82
07/4/2017,104.82
06/4/2017,104.81
05/4/2017,104.7
04/4/2017,104.8
03/4/2017,104.81
02/4/2017,104.81
01/4/2017,104.81
31/3/2017,104.81
30/3/2017,104.81
