Customer Date,Inv. #,Design Number,Quantity,Rate,Amount,Dis (%),Discount Amount,Amount after Discount
01/04/2017,1,BJ61305,1,"2,900","2,900",10.00,290,"2,610"
01/04/2017,1,BOTANIC,1,425,425,100.00,425,0
01/04/2017,2,SBC347,1,"1,230","1,230",10.00,123,"1,107"
01/04/2017,3,LL8920,2,700,"1,400",20.00,280,"1,120"
01/04/2017,3,HP85,1,995,995,25.00,249,746
01/04/2017,3,YI1250,2,"2,150","4,300",25.00,"1,075","3,225"
01/04/2017,4,BN2217,1,650,650,10.00,65,585
01/04/2017,5,BN806,1,750,750,10.00,75,675
01/04/2017,6,YI1005,1,"1,650","1,650",0.00,0,"1,650"
01/04/2017,6,BOTANICE,1,90,90,100.00,90,0
01/04/2017,7,SH907,1,400,400,0.00,0,400
01/04/2017,7,BOTANIC,1,425,425,100.00,425,0
01/04/2017,7,TAAG001,1,400,400,100.00,400,0
01/04/2017,7,AN3698,1,"1,690","1,690",0.00,0,"1,690"
01/04/2017,7,ZINNIA,1,"1,190","1,190",0.00,0,"1,190"
01/04/2017,7,CHERRY,1,"1,750","1,750",0.00,0,"1,750"
02/04/2017,10,RUBY-B532,1,630,630,0.00,0,630
02/04/2017,11,KK155,1,"1,290","1,290",0.00,0,"1,290"
02/04/2017,11,MF33636,1,"1,350","1,350",0.00,0,"1,350"
02/04/2017,11,TAAG001,1,400,400,100.00,400,0
02/04/2017,12,NBB352073,1,990,990,0.00,0,990
02/04/2017,12,BOTANICE,1,90,90,100.00,90,0
02/04/2017,13,LL8920,1,700,700,0.00,0,700
02/04/2017,13,SH3147,1,300,300,0.00,0,300
02/04/2017,13,BOTANICE,1,90,90,100.00,90,0
02/04/2017,14,YI1005,1,"1,650","1,650",0.00,0,"1,650"
02/04/2017,14,BOTANICE,1,90,90,100.00,90,0
02/04/2017,15,YI1005,1,"1,650","1,650",0.00,0,"1,650"
02/04/2017,15,BOTANICE,1,90,90,100.00,90,0
02/04/2017,16,CITIN,1,550,550,0.00,0,550
02/04/2017,21,BOTANICE,1,90,90,100.00,90,0
02/04/2017,21,BN2217,1,650,650,0.00,0,650
02/04/2017,21,CH0203,1,400,400,0.00,0,400
02/04/2017,8,CITIN,1,550,550,0.00,0,550
02/04/2017,9,RUBY-B532,1,630,630,0.00,0,630
03/04/2017,17,MF34314,1,"1,590","1,590",10.00,159,"1,431"
03/04/2017,18,YI1005,1,"1,650","1,650",0.00,0,"1,650"
03/04/2017,18,BOTANICE,1,90,90,100.00,90,0
03/04/2017,19,VG1401,1,950,950,0.00,0,950
03/04/2017,19,AN2657-2.6,1,750,750,0.00,0,750
03/04/2017,19,BOTANICE,1,90,90,100.00,90,0
03/04/2017,20,CITIN,1,550,550,0.00,0,550
04/04/2017,22,CITIN,1,550,550,0.00,0,550
04/04/2017,23,BN806,1,750,750,0.00,0,750
06/04/2017,24,NKVS135,1,"1,995","1,995",0.00,0,"1,995"
06/04/2017,24,KK153PU,2,"1,390","2,780",0.00,0,"2,780"
06/04/2017,24,BOTANIC,1,425,425,100.00,425,0
06/04/2017,24,BOTANICE,1,90,90,100.00,90,0
06/04/2017,25,BO3315,1,"3,590","3,590",0.00,0,"3,590"
06/04/2017,25,NK2113,1,"1,995","1,995",0.00,0,"1,995"
06/04/2017,25,BOTANIC,1,425,425,100.00,425,0
06/04/2017,25,BOTANICE,1,90,90,100.00,90,0
06/04/2017,26,YI1250,2,"2,150","4,300",0.00,0,"4,300"
06/04/2017,26,BOTANICE,1,90,90,100.00,90,0
06/04/2017,26,BOTANIC,1,425,425,100.00,425,0
07/04/2017,27,NBB351082,3,950,"2,850",0.00,0,"2,850"
07/04/2017,27,LL8920,1,700,700,0.00,0,700
07/04/2017,27,BOTANIC,1,425,425,100.00,425,0
07/04/2017,28,NBB351082,1,950,950,0.00,0,950
07/04/2017,28,YI1905,1,"1,590","1,590",0.00,0,"1,590"
07/04/2017,28,CITIN,1,550,550,0.00,0,550
07/04/2017,28,BOTANIC,1,425,425,100.00,425,0
07/04/2017,29,AN3698,1,"1,690","1,690",0.00,0,"1,690"
07/04/2017,29,AN3229,1,"1,490","1,490",0.00,0,"1,490"
07/04/2017,29,BOTANIC,1,425,425,100.00,425,0
07/04/2017,30,BN806,1,750,750,0.00,0,750
07/04/2017,68,T-118,2,840,"1,680",0.00,0,"1,680"
07/04/2017,68,SH7400,2,700,"1,400",0.00,0,"1,400"
07/04/2017,68,LL8920,1,700,700,0.00,0,700
07/04/2017,68,CITINLUXURY,1,745,745,0.00,0,745
07/04/2017,68,BOTANIC,1,425,425,100.00,425,0
08/04/2017,31,KK155,1,"1,290","1,290",0.00,0,"1,290"
08/04/2017,31,BOTANICE,1,90,90,100.00,90,0
08/04/2017,32,SH01-B,1,150,150,0.00,0,150
08/04/2017,33,SH01-B,-1,150,-150,0.00,0,-150
08/04/2017,69,MAXYI1584,1,"1,690","1,690",0.00,0,"1,690"
08/04/2017,69,BOTANICE,1,90,90,100.00,90,0
08/04/2017,72,WG001,1,550,550,0.00,0,550
09/04/2017,34,SH01-B,1,150,150,0.00,0,150
09/04/2017,35,CITIN,2,550,"1,100",0.00,0,"1,100"
09/04/2017,36,CITIN,2,550,"1,100",0.00,0,"1,100"
09/04/2017,37,CITIN,1,550,550,0.00,0,550
09/04/2017,38,KK153PU,1,"1,390","1,390",0.00,0,"1,390"
09/04/2017,38,SH01-B,1,150,150,0.00,0,150
09/04/2017,38,SH872,1,795,795,0.00,0,795
09/04/2017,38,TAAG001,1,400,400,100.00,400,0
09/04/2017,39,SBD6010,1,"2,670","2,670",0.00,0,"2,670"
09/04/2017,39,NK0043,1,"4,995","4,995",0.00,0,"4,995"
09/04/2017,39,AN2513,1,"4,890","4,890",0.00,0,"4,890"
09/04/2017,39,FACEWASH,1,550,550,100.00,550,0
09/04/2017,39,GOLD,1,"1,150","1,150",100.00,"1,150",0
09/04/2017,40,CITIN,1,550,550,0.00,0,550
09/04/2017,41,SHB077,1,650,650,0.00,0,650
09/04/2017,41,SH7400,1,700,700,0.00,0,700
09/04/2017,41,SH3154,2,300,600,0.00,0,600
09/04/2017,41,BN698,1,350,350,0.00,0,350
09/04/2017,41,TAAG001,1,400,400,100.00,400,0
09/04/2017,44,XBO036,1,"1,925","1,925",0.00,0,"1,925"
09/04/2017,44,TAAG001,1,400,400,100.00,400,0
09/04/2017,45,SH82756-B,2,795,"1,590",0.00,0,"1,590"
09/04/2017,45,AN2659,1,975,975,0.00,0,975
09/04/2017,45,PC917,1,"4,290","4,290",0.00,0,"4,290"
09/04/2017,45,SH7400,1,700,700,0.00,0,700
09/04/2017,45,GOLD,1,"1,150","1,150",100.00,"1,150",0
09/04/2017,46,SBC303,2,"1,230","2,460",0.00,0,"2,460"
09/04/2017,46,AN2659,1,975,975,0.00,0,975
09/04/2017,46,BOTANIC,1,425,425,100.00,425,0
10/04/2017,47,CITIN,2,550,"1,100",0.00,0,"1,100"
10/04/2017,48,AN3229,1,"1,490","1,490",0.00,0,"1,490"
10/04/2017,48,BOTANICE,1,90,90,100.00,90,0
10/04/2017,73,WG001,1,550,550,0.00,0,550
10/04/2017,73,LL8920,1,700,700,0.00,0,700
11/04/2017,42,XBO036,1,"1,925","1,925",0.00,0,"1,925"
11/04/2017,42,TAAG001,1,400,400,100.00,400,0
11/04/2017,43,XBO036,-1,"1,925","-1,925",0.00,0,"-1,925"
11/04/2017,43,TAAG001,-1,400,-400,100.00,-400,0
11/04/2017,49,AN2513,1,"4,890","4,890",0.00,0,"4,890"
11/04/2017,49,BOTANIC,1,425,425,100.00,425,0
12/04/2017,50,LL38694,1,400,400,0.00,0,400
12/04/2017,51,YI1905,1,"1,590","1,590",0.00,0,"1,590"
12/04/2017,51,CITIN,1,550,550,0.00,0,550
12/04/2017,51,BOTANICE,1,90,90,100.00,90,0
12/04/2017,52,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
12/04/2017,52,BOTANICE,1,90,90,100.00,90,0
13/04/2017,53,NBB351082,2,950,"1,900",0.00,0,"1,900"
13/04/2017,53,BOTANICE,1,90,90,100.00,90,0
13/04/2017,74,CITINLUXURY,1,745,745,0.00,0,745
13/04/2017,74,MF1202,1,550,550,0.00,0,550
14/04/2017,54,CITIN,1,550,550,0.00,0,550
14/04/2017,55,BO10000-4.2,1,"1,590","1,590",0.00,0,"1,590"
14/04/2017,55,BOTANICE,1,90,90,100.00,90,0
14/04/2017,56,CITIN,1,550,550,0.00,0,550
14/04/2017,57,AN2657-2.6,1,750,750,0.00,0,750
16/04/2017,58,SH6328,1,750,750,0.00,0,750
16/04/2017,58,AN2657-2.6,1,750,750,0.00,0,750
16/04/2017,59,LL52860BIG,1,400,400,0.00,0,400
16/04/2017,59,SH907,1,400,400,0.00,0,400
16/04/2017,60,CITIN,2,550,"1,100",0.00,0,"1,100"
16/04/2017,61,CITIN,1,550,550,0.00,0,550
16/04/2017,62,AN2659,1,975,975,0.00,0,975
16/04/2017,62,AN2657-2.6,1,750,750,0.00,0,750
16/04/2017,62,BOTANICE,1,90,90,100.00,90,0
16/04/2017,63,MF34378,1,990,990,0.00,0,990
16/04/2017,63,RUBY-B532,1,630,630,0.00,0,630
16/04/2017,63,BOTANICE,1,90,90,100.00,90,0
16/04/2017,64,SHB077,1,650,650,0.00,0,650
16/04/2017,64,SH1928,1,695,695,0.00,0,695
16/04/2017,64,BOTANICE,1,90,90,100.00,90,0
16/04/2017,65,CITIN,2,550,"1,100",0.00,0,"1,100"
16/04/2017,66,NBB352073,1,990,990,0.00,0,990
16/04/2017,66,BOTANICE,1,90,90,100.00,90,0
17/04/2017,67,YI1005,1,"1,650","1,650",0.00,0,"1,650"
17/04/2017,67,LL8920,1,700,700,0.00,0,700
17/04/2017,67,TAAG001,1,400,400,100.00,400,0
18/04/2017,90,LL8920,4,700,"2,800",0.00,0,"2,800"
18/04/2017,90,SH01-B,2,150,300,0.00,0,300
18/04/2017,90,SBI805,1,"2,345","2,345",0.00,0,"2,345"
18/04/2017,90,NK0053,1,"4,395","4,395",0.00,0,"4,395"
18/04/2017,90,NK0052,1,"3,090","3,090",0.00,0,"3,090"
18/04/2017,90,NK0054,1,"2,995","2,995",0.00,0,"2,995"
18/04/2017,90,PC4511PU,2,"3,590","7,180",0.00,0,"7,180"
18/04/2017,90,GO6000,1,"1,395","1,395",0.00,0,"1,395"
18/04/2017,90,BN909,1,795,795,0.00,0,795
18/04/2017,90,GOLD,1,"1,100","1,100",100.00,"1,100",0
18/04/2017,90,FACEWASH,1,550,550,100.00,550,0
18/04/2017,90,BOTANIC,1,425,425,100.00,425,0
18/04/2017,91,AN4613,1,"3,290","3,290",0.00,0,"3,290"
18/04/2017,91,AN3635,1,"2,290","2,290",0.00,0,"2,290"
18/04/2017,91,NKVS135,1,"1,995","1,995",0.00,0,"1,995"
18/04/2017,91,CH0558,1,450,450,0.00,0,450
18/04/2017,91,FACEWASH,1,550,550,100.00,550,0
18/04/2017,91,BOTANIC,1,425,425,100.00,425,0
19/04/2017,70,WG001,1,550,550,0.00,0,550
19/04/2017,71,WG001,-1,550,-550,0.00,0,-550
19/04/2017,75,CITIN,1,550,550,0.00,0,550
20/04/2017,76,LL8920,1,700,700,0.00,0,700
20/04/2017,77,GO6031,1,"1,295","1,295",0.00,0,"1,295"
21/04/2017,78,CITIN,1,550,550,0.00,0,550
21/04/2017,79,BJ61305,2,"2,900","5,800",0.00,0,"5,800"
21/04/2017,79,GO6031,2,"1,295","2,590",0.00,0,"2,590"
21/04/2017,79,SBB578,1,"1,715","1,715",0.00,0,"1,715"
21/04/2017,79,XBO036,1,"1,925","1,925",0.00,0,"1,925"
21/04/2017,79,GO4715,1,"2,490","2,490",0.00,0,"2,490"
21/04/2017,79,BOTANIC,2,425,850,100.00,850,0
23/04/2017,80,RUBY-B532,1,630,630,0.00,0,630
23/04/2017,80,T-118,1,840,840,0.00,0,840
23/04/2017,80,BOTANICE,1,90,90,100.00,90,0
23/04/2017,81,YI1005,1,"1,650","1,650",0.00,0,"1,650"
23/04/2017,81,BOTANICE,1,90,90,100.00,90,0
23/04/2017,82,AN3698,1,"1,690","1,690",0.00,0,"1,690"
23/04/2017,82,AN3697,1,"1,690","1,690",0.00,0,"1,690"
23/04/2017,82,BOTANIC,1,425,425,100.00,425,0
24/04/2017,83,YI1905,1,"1,590","1,590",0.00,0,"1,590"
24/04/2017,83,AN3229,1,"1,490","1,490",0.00,0,"1,490"
24/04/2017,83,MF1202,1,550,550,0.00,0,550
24/04/2017,83,BOTANIC,1,425,425,100.00,425,0
24/04/2017,84,MF1202,1,550,550,0.00,0,550
24/04/2017,85,NL384,1,"3,250","3,250",0.00,0,"3,250"
24/04/2017,85,CH0298BIG,1,400,400,0.00,0,400
24/04/2017,85,BOTANIC,1,425,425,100.00,425,0
24/04/2017,86,NBB351082,1,950,950,0.00,0,950
24/04/2017,86,BN909,1,795,795,0.00,0,795
24/04/2017,86,BOTANICE,1,90,90,100.00,90,0
24/04/2017,87,CITIN,1,550,550,0.00,0,550
24/04/2017,88,CH04490849,1,350,350,0.00,0,350
24/04/2017,88,BN2217,1,650,650,0.00,0,650
24/04/2017,88,BOTANICE,1,90,90,100.00,90,0
25/04/2017,89,VG2140,1,400,400,0.00,0,400
26/04/2017,92,YI1005,3,"1,650","4,950",0.00,0,"4,950"
26/04/2017,92,BOTANIC,1,425,425,100.00,425,0
26/04/2017,93,BN8056,1,750,750,0.00,0,750
26/04/2017,93,SH6328,1,750,750,0.00,0,750
26/04/2017,93,BOTANICE,1,90,90,100.00,90,0
27/04/2017,94,CITINLUXURY,1,745,745,0.00,0,745
27/04/2017,95,GO6031,1,"1,295","1,295",0.00,0,"1,295"
27/04/2017,95,BOTANICE,1,90,90,100.00,90,0
27/04/2017,96,CITIN,1,550,550,0.00,0,550
28/04/2017,97,BN909,2,795,"1,590",0.00,0,"1,590"
28/04/2017,97,BOTANICE,1,90,90,100.00,90,0
29/04/2017,100,BO10000-4.2,1,"1,590","1,590",0.00,0,"1,590"
29/04/2017,100,BOTANICE,1,90,90,100.00,90,0
29/04/2017,98,NK2112,1,"2,295","2,295",0.00,0,"2,295"
29/04/2017,98,LL8920,1,700,700,0.00,0,700
29/04/2017,98,BOTANIC,1,425,425,100.00,425,0
29/04/2017,99,LL8920,1,700,700,0.00,0,700
30/04/2017,101,AN2657-2.6,1,750,750,0.00,0,750
30/04/2017,101,SH6328,1,750,750,0.00,0,750
30/04/2017,101,SH82756-B,1,795,795,0.00,0,795
30/04/2017,101,LL38694,1,400,400,0.00,0,400
30/04/2017,101,BOTANIC,1,425,425,100.00,425,0
30/04/2017,102,CITIN,1,550,550,0.00,0,550
30/04/2017,103,AN3635,1,"2,290","2,290",0.00,0,"2,290"
30/04/2017,103,MF1202,1,550,550,0.00,0,550
30/04/2017,103,BOTANIC,1,425,425,100.00,425,0
30/04/2017,104,CITIN,1,550,550,0.00,0,550
30/04/2017,105,CITIN,1,550,550,0.00,0,550
30/04/2017,105,LL8920,1,700,700,0.00,0,700
01/05/2017,106,T-118,1,840,840,0.00,0,840
01/05/2017,107,AN3125,1,"1,590","1,590",0.00,0,"1,590"
01/05/2017,107,BOTANICE,1,90,90,100.00,90,0
01/05/2017,108,MF34313,1,"1,490","1,490",0.00,0,"1,490"
01/05/2017,108,BOTANICE,1,90,90,100.00,90,0
01/05/2017,108,LL526619BIG,1,400,400,0.00,0,400
01/05/2017,109,YI1005,1,"1,650","1,650",0.00,0,"1,650"
01/05/2017,109,LL52860BIG,1,400,400,0.00,0,400
01/05/2017,109,BN806,1,750,750,0.00,0,750
01/05/2017,109,A333,1,300,300,0.00,0,300
01/05/2017,109,BOTANIC,1,425,425,100.00,425,0
03/05/2017,110,VISELLAMIX,1,"2,195","2,195",0.00,0,"2,195"
03/05/2017,110,CH4968,1,450,450,0.00,0,450
03/05/2017,110,BOTANIC,1,425,425,100.00,425,0
03/05/2017,111,BN2217,1,650,650,0.00,0,650
03/05/2017,111,BN937,1,795,795,0.00,0,795
03/05/2017,111,BOTANICE,1,90,90,100.00,90,0
04/05/2017,112,CITIN,1,550,550,0.00,0,550
04/05/2017,113,BO10000-4.2,-1,"1,590","-1,590",0.00,0,"-1,590"
04/05/2017,113,WG001,1,550,550,0.00,0,550
04/05/2017,113,WG003,1,600,600,0.00,0,600
04/05/2017,113,BOTANICE,1,90,90,0.00,0,90
04/05/2017,113,CH04490849,1,350,350,0.00,0,350
05/05/2017,114,YI1005,1,"1,650","1,650",0.00,0,"1,650"
05/05/2017,114,AN2657-2.6,1,750,750,0.00,0,750
05/05/2017,114,TAAG001,1,400,400,100.00,400,0
05/05/2017,115,FANTASY,1,"1,395","1,395",10.00,140,"1,256"
05/05/2017,116,NK2125,1,"1,995","1,995",0.00,0,"1,995"
05/05/2017,116,BOTANICE,1,90,90,100.00,90,0
05/05/2017,117,BN937,1,795,795,0.00,0,795
05/05/2017,118,FANTASY,-1,"1,395","-1,395",10.00,-140,"-1,256"
06/05/2017,119,MF34313,1,"1,490","1,490",0.00,0,"1,490"
06/05/2017,119,BOTANICE,1,90,90,100.00,90,0
06/05/2017,120,ORCHID WW,1,"1,150","1,150",0.00,0,"1,150"
06/05/2017,120,BN1297,1,350,350,0.00,0,350
06/05/2017,120,CH0298BIG,1,400,400,0.00,0,400
06/05/2017,120,KK155,1,"1,290","1,290",0.00,0,"1,290"
06/05/2017,120,BOTANIC,1,425,425,100.00,425,0
06/05/2017,121,AN2659,1,975,975,0.00,0,975
06/05/2017,121,MF34314,1,"1,590","1,590",0.00,0,"1,590"
06/05/2017,121,AN3125,1,"1,590","1,590",0.00,0,"1,590"
06/05/2017,121,BN1297,1,350,350,0.00,0,350
06/05/2017,121,NEUTROGENA,1,0,0,0.00,0,0
06/05/2017,122,NBB351082,1,950,950,0.00,0,950
06/05/2017,122,NBB352073,1,990,990,0.00,0,990
06/05/2017,122,BOTANICE,1,90,90,100.00,90,0
06/05/2017,123,NBB352073,1,990,990,0.00,0,990
06/05/2017,123,BOTANICE,1,90,90,100.00,90,0
07/05/2017,124,BJ61305,2,"2,900","5,800",5.00,290,"5,510"
07/05/2017,125,YI1905,1,"1,590","1,590",0.00,0,"1,590"
07/05/2017,125,NBB352073,1,990,990,0.00,0,990
07/05/2017,125,AN2659,1,975,975,0.00,0,975
07/05/2017,125,BOTANIC,1,425,425,100.00,425,0
07/05/2017,126,BN909,1,795,795,0.00,0,795
07/05/2017,127,SH2085,1,750,750,0.00,0,750
07/05/2017,128,WG001,1,550,550,0.00,0,550
08/05/2017,129,BN909,1,795,795,10.00,80,716
08/05/2017,130,BN8828,1,690,690,10.00,69,621
08/05/2017,130,BN2217,1,650,650,10.00,65,585
08/05/2017,131,ZINNIA,1,"1,190","1,190",0.00,0,"1,190"
08/05/2017,131,BN698,1,350,350,0.00,0,350
08/05/2017,131,CH4968,1,450,450,0.00,0,450
08/05/2017,131,TAAG001,1,400,400,100.00,400,0
08/05/2017,132,T-118,1,840,840,0.00,0,840
08/05/2017,133,NBB3581,1,"1,395","1,395",0.00,0,"1,395"
08/05/2017,133,AN2659,1,975,975,0.00,0,975
08/05/2017,133,TAAG001,1,400,400,100.00,400,0
09/05/2017,134,LL8920,1,700,700,0.00,0,700
09/05/2017,135,YI1005,1,"1,650","1,650",0.00,0,"1,650"
09/05/2017,135,AN3125,1,"1,590","1,590",0.00,0,"1,590"
09/05/2017,135,BJ61305,1,"2,900","2,900",0.00,0,"2,900"
09/05/2017,135,LL52660,1,350,350,0.00,0,350
09/05/2017,135,GOLD,1,"1,100","1,100",100.00,"1,100",0
09/05/2017,136,NK2113,1,"1,995","1,995",20.00,399,"1,596"
09/05/2017,137,NBB351082,1,950,950,0.00,0,950
09/05/2017,137,AN3125,1,"1,590","1,590",0.00,0,"1,590"
09/05/2017,137,BOTANIC,1,425,425,100.00,425,0
10/05/2017,138,BOTANIC,1,425,425,100.00,425,0
10/05/2017,138,KK153PU,1,"1,390","1,390",0.00,0,"1,390"
10/05/2017,138,SH872,1,795,795,0.00,0,795
10/05/2017,138,LL8920,1,700,700,0.00,0,700
11/05/2017,139,NL356,1,"3,990","3,990",0.00,0,"3,990"
11/05/2017,139,KK155,2,"1,290","2,580",0.00,0,"2,580"
11/05/2017,139,KK153PU,1,"1,390","1,390",0.00,0,"1,390"
11/05/2017,139,NK1784,1,"1,390","1,390",0.00,0,"1,390"
11/05/2017,139,CH0298BIG,1,400,400,0.00,0,400
11/05/2017,139,FACEWASH,1,550,550,100.00,550,0
11/05/2017,139,BOTANIC,1,425,425,100.00,425,0
12/05/2017,140,NL356,-1,"3,990","-3,990",0.00,0,"-3,990"
12/05/2017,140,NK8309,1,"3,990","3,990",0.00,0,"3,990"
12/05/2017,141,GO6031,1,"1,295","1,295",0.00,0,"1,295"
12/05/2017,141,BOTANICE,1,90,90,100.00,90,0
12/05/2017,142,BN806,1,750,750,10.00,75,675
12/05/2017,143,BN2217,1,650,650,0.00,0,650
12/05/2017,144,PC917,1,"4,290","4,290",0.00,0,"4,290"
12/05/2017,144,BOTANIC,1,425,425,100.00,425,0
12/05/2017,145,GO6031,1,"1,295","1,295",0.00,0,"1,295"
12/05/2017,145,BOTANICE,1,90,90,100.00,90,0
12/05/2017,146,RUBY-B532,1,630,630,10.00,63,567
12/05/2017,147,NBB351082,2,950,"1,900",0.00,0,"1,900"
12/05/2017,147,LL8920,1,700,700,0.00,0,700
12/05/2017,147,BOTANIC,1,425,425,100.00,425,0
13/05/2017,148,BN698,1,350,350,0.00,0,350
13/05/2017,149,AN3229,1,"1,490","1,490",0.00,0,"1,490"
13/05/2017,149,YI1005,1,"1,650","1,650",0.00,0,"1,650"
13/05/2017,149,NCA588599,2,"1,895","3,790",0.00,0,"3,790"
13/05/2017,149,GOLD,1,"1,100","1,100",100.00,"1,100",0
13/05/2017,150,NBB351082,1,950,950,0.00,0,950
13/05/2017,151,NBB351082,1,950,950,5.00,48,903
13/05/2017,152,SBD7000,1,"2,250","2,250",0.00,0,"2,250"
13/05/2017,152,TAAG001,1,400,400,100.00,400,0
13/05/2017,153,GO6031,1,"1,295","1,295",0.00,0,"1,295"
13/05/2017,153,MF1202,2,550,"1,100",0.00,0,"1,100"
13/05/2017,153,TAAG001,1,400,400,100.00,400,0
13/05/2017,154,T-118,3,840,"2,520",0.00,0,"2,520"
13/05/2017,154,BOTANIC,1,425,425,100.00,425,0
13/05/2017,155,T-118,2,840,"1,680",0.00,0,"1,680"
13/05/2017,155,BOTANICE,1,90,90,100.00,90,0
13/05/2017,156,T-118,2,840,"1,680",0.00,0,"1,680"
13/05/2017,156,BOTANICE,1,90,90,100.00,90,0
13/05/2017,157,BN909,-1,795,-795,10.00,-80,-716
13/05/2017,157,GO6000,1,"1,395","1,395",0.00,0,"1,395"
13/05/2017,157,BOTANICE,1,90,90,100.00,90,0
13/05/2017,158,LL38696,1,350,350,0.00,0,350
13/05/2017,158,T-118,2,840,"1,680",0.00,0,"1,680"
13/05/2017,158,VG214,1,695,695,0.00,0,695
13/05/2017,158,LL52860BIG,2,400,800,0.00,0,800
13/05/2017,158,FACEWASH,1,550,550,100.00,550,0
13/05/2017,159,NBB351082,-1,950,-950,0.00,0,-950
13/05/2017,159,BN2217,1,650,650,0.00,0,650
13/05/2017,159,BN806,1,750,750,0.00,0,750
13/05/2017,160,CITIN,1,550,550,0.00,0,550
13/05/2017,161,CITIN,1,550,550,0.00,0,550
13/05/2017,162,SBP891,1,"2,065","2,065",0.00,0,"2,065"
13/05/2017,162,TAAG001,1,400,400,100.00,400,0
14/05/2017,163,BOTANICE,1,90,90,100.00,90,0
14/05/2017,163,NK547,1,"1,995","1,995",0.00,0,"1,995"
14/05/2017,164,AN3592-7,1,"1,590","1,590",10.00,159,"1,431"
14/05/2017,164,T-118,1,840,840,0.00,0,840
14/05/2017,164,CITINLUXURY,1,745,745,0.00,0,745
14/05/2017,164,SH3154,1,300,300,0.00,0,300
14/05/2017,165,BO3315,1,"3,590","3,590",0.00,0,"3,590"
14/05/2017,165,BOTANIC,1,425,425,100.00,425,0
14/05/2017,166,YI1005,1,"1,650","1,650",0.00,0,"1,650"
14/05/2017,166,BOTANICE,1,90,90,100.00,90,0
14/05/2017,167,ANHSMIX,1,"3,090","3,090",10.00,309,"2,781"
14/05/2017,168,BN806,1,750,750,0.00,0,750
14/05/2017,169,BN8828,1,690,690,10.00,69,621
15/05/2017,170,AN4613,1,"2,990","2,990",0.00,0,"2,990"
15/05/2017,170,TAAG001,1,400,400,100.00,400,0
15/05/2017,171,MF1501,1,690,690,0.00,0,690
16/05/2017,172,CITINLUXURY,-1,745,-745,0.00,0,-745
16/05/2017,172,CITIN,1,550,550,0.00,0,550
16/05/2017,173,VG2805,1,500,500,0.00,0,500
16/05/2017,173,WG003,1,600,600,0.00,0,600
16/05/2017,174,NK536,1,"2,390","2,390",0.00,0,"2,390"
16/05/2017,174,KK155,1,"1,290","1,290",0.00,0,"1,290"
16/05/2017,174,TAAG001,1,400,400,100.00,400,0
17/05/2017,175,VG2805,-1,500,-500,0.00,0,-500
17/05/2017,175,WG001,1,550,550,0.00,0,550
17/05/2017,176,VISELLAMIX,1,"2,195","2,195",5.00,110,"2,085"
18/05/2017,177,KK153PU,-1,"1,390","-1,390",0.00,0,"-1,390"
18/05/2017,177,BN806,1,750,750,0.00,0,750
18/05/2017,177,SH6328,1,750,750,0.00,0,750
18/05/2017,178,PC627,1,"3,990","3,990",0.00,0,"3,990"
18/05/2017,178,BOTANIC,1,425,425,100.00,425,0
18/05/2017,179,SBD6010,1,"2,670","2,670",0.00,0,"2,670"
18/05/2017,179,BN1297,1,350,350,0.00,0,350
18/05/2017,179,BOTANIC,1,425,425,100.00,425,0
19/05/2017,180,NBB351082,1,950,950,0.00,0,950
19/05/2017,180,BOTANICE,1,90,90,100.00,90,0
19/05/2017,181,CITIN,1,550,550,0.00,0,550
20/05/2017,182,NBB3581,1,"1,395","1,395",0.00,0,"1,395"
20/05/2017,182,BOTANICE,1,90,90,100.00,90,0
20/05/2017,183,NBB351082,1,950,950,0.00,0,950
20/05/2017,183,T-118,1,840,840,0.00,0,840
20/05/2017,183,BOTANICE,1,90,90,100.00,90,0
20/05/2017,183,CH04490849,1,350,350,0.00,0,350
20/05/2017,184,KK153PU,1,"1,390","1,390",0.00,0,"1,390"
20/05/2017,184,BOTANICE,1,90,90,100.00,90,0
21/05/2017,185,NK0043,1,"4,995","4,995",0.00,0,"4,995"
21/05/2017,185,BOTANIC,1,425,425,100.00,425,0
21/05/2017,186,SH01-B,1,200,200,0.00,0,200
21/05/2017,187,T-118,1,840,840,0.00,0,840
21/05/2017,188,CITIN,2,550,"1,100",0.00,0,"1,100"
21/05/2017,189,ORCHID,1,"1,150","1,150",0.00,0,"1,150"
21/05/2017,189,BOTANICE,1,90,90,100.00,90,0
21/05/2017,190,T-118,1,840,840,0.00,0,840
21/05/2017,191,BN909,1,795,795,0.00,0,795
21/05/2017,191,CH0558,1,450,450,0.00,0,450
21/05/2017,191,CH0203,2,400,800,0.00,0,800
21/05/2017,191,TAAG001,1,400,400,100.00,400,0
21/05/2017,192,BN8056,1,750,750,0.00,0,750
21/05/2017,193,FANTASY,1,"1,395","1,395",0.00,0,"1,395"
21/05/2017,193,AN2659,1,975,975,0.00,0,975
21/05/2017,193,YI1905,1,"1,590","1,590",0.00,0,"1,590"
21/05/2017,193,BOTANIC,1,425,425,100.00,425,0
22/05/2017,194,CITIN,1,550,550,0.00,0,550
22/05/2017,195,AN3634,2,"2,290","4,580",20.00,916,"3,664"
22/05/2017,196,DISCLOSURE,1,925,925,0.00,0,925
22/05/2017,197,SH2085,1,750,750,0.00,0,750
22/05/2017,198,NBB351082,1,950,950,0.00,0,950
